account, age, zipcode, balance
5115, 3980651, 96320900, 8100
5162, 480128475, 96320900, 11300
5221, 297409418, 218608664, 9500
5282, 731858420, 181078418, 10200
5353, 2351324, 12978110, 13700
5449, 115382444, 78650299, 8100
5541, 222872579, 25398911, 15500
5602, 52241127, 108089232, 15100
5701, 328007385, 687680110, 11900
5773, 480128475, 36060404, 6900
5865, 441322472, 160298750, 11000
5924, 24680720, 364478123, 10600
6018, 275609690, 427783976, 8400
6069, 731858420, 138705185, 6500
6096, 7078331, 437630060, 7900
6174, 90370076, 12978110, 7000
6244, 251214410, 604650308, 8000
6263, 66653012, 66069860, 14200
6286, 399403871, 91993556, 14300
6374, 355247510, 360766718, 10700
6436, 222872579, 509410896, 9000
6515, 41785292, 597125360, 10500
6575, 117065410, 102464244, 12100
6581, 6989740, 74813564, 14800
6673, 210536741, 38975992, 14100
6712, 479606588, 72213280, 13100
6808, 3985162, 23969108, 12400
6856, 325853106, 218608664, 7400
6882, 355247510, 38975992, 12700
6962, 652261194, 688708154, 15700
7033, 361701186, 13710857, 9200
7038, 768215426, 364005668, 15900
7077, 62558732, 31245842, 7600
7093, 949290, 558464526, 8400
7124, 110893150, 427783976, 11400
7152, 41785292, 663356576, 8700
7198, 14018348, 115637132, 13800
7249, 667325203, 96320900, 12900
7338, 99590084, 625623146, 13600
7437, 251214410, 688708154, 6000
7532, 6092804, 37836196, 12600
7554, 24680720, 311363530, 13300
7647, 277963613, 296501693, 14200
7698, 90370076, 288050272, 7900
7761, 359801605, 109882842, 6500
7808, 64433060, 690677745, 10900
7824, 195935030, 491884732, 13300
7897, 430278836, 134388560, 15600
7983, 217333262, 36060404, 10000
8081, 873651155, 56005652, 9100
8174, 52241127, 292972640, 10200
8271, 390302085, 473643769, 12800
8330, 525827728, 102464244, 11100
8351, 731858420, 23969108, 13800
8390, 66653012, 264659345, 12300
8428, 210536741, 470827041, 10100
8450, 143404160, 663356576, 13200
8489, 430278836, 729976980, 8800
8576, 325853106, 296501693, 15200
8619, 277963613, 198358565, 6400
8684, 376793828, 793522698, 11600
8699, 464343522, 729976980, 6600
8714, 6092804, 45983230, 15000
8716, 222872579, 295854803, 13300
8735, 441322472, 296501693, 9600
8777, 464343522, 37836196, 13300
8785, 399403871, 509410896, 11800
8813, 355247510, 268379960, 9700
8899, 5046788, 40174284, 8500
8906, 52241127, 491884732, 13000
8992, 430278836, 11043234, 15400
9058, 38708115, 264659345, 10200
9097, 525827728, 218608664, 9500
9122, 817562795, 558464526, 9000
9157, 14018348, 160167860, 9000
9173, 768215426, 93232398, 8900
9249, 3980651, 168065518, 11600
9314, 210536741, 288050272, 8300
9381, 152464708, 86064451, 7500
9410, 340114620, 103862500, 7800
9434, 894277047, 56005652, 12800
9508, 426723551, 422836945, 13200
9596, 399403871, 160167860, 12300
9632, 186628070, 93232398, 11400
9730, 6989740, 625623146, 11400
9781, 325853106, 625623146, 9100
9835, 7078331, 226473370, 15400
9882, 571634226, 11043234, 14400
9975, 565184750, 253385156, 10100
10008, 359801605, 323523875, 8500
10079, 24680720, 63929165, 14100
10122, 2351324, 11043234, 9800
10146, 652261194, 93232398, 7900
10205, 149935575, 31245842, 13600
10293, 431496876, 43991485, 9300
10334, 38708115, 23969108, 9900
10345, 325853106, 96320900, 14500
10417, 64433060, 152179833, 9100
10446, 23328404, 690677745, 9500
10467, 735016778, 123532940, 8000
10478, 3980651, 422836945, 11200
10519, 3985162, 108089232, 8400
10539, 52208372, 242921038, 12900
10597, 113976440, 13710857, 15700
10682, 213273716, 296501693, 9200
10743, 14018348, 134388560, 10400
10796, 94039368, 17717712, 10700
10811, 6092804, 31245842, 11600
10865, 20591345, 729976980, 14300
10944, 731858420, 604650308, 14900
10990, 23607760, 160298750, 9900
11032, 565184750, 924872738, 11700
11067, 247406024, 924872738, 14200
11095, 241418906, 160298750, 13000
11139, 14433320, 288050272, 9600
11239, 735016778, 160298750, 14600
11336, 565184750, 25398911, 7000
11419, 62558732, 25398911, 9400
11494, 817562795, 72213280, 6900
11555, 343183250, 268379960, 9100
11649, 38954012, 491884732, 15500
11712, 430278836, 78650299, 12400
11729, 23607760, 118991830, 11000
11737, 19173548, 323523875, 12200
11830, 399403871, 120500638, 15500
11887, 361701186, 181265087, 13000
11913, 143404160, 120500638, 7700
11997, 169402777, 12978110, 13900
12001, 431496876, 360766718, 6300
12053, 110722800, 690677745, 15400
12117, 113976440, 687680110, 7000
12120, 22603145, 13710857, 14800
12161, 817562795, 134388560, 9600
12260, 731858420, 604650308, 11900
12355, 75999995, 422836945, 11800
12357, 325853106, 120500638, 14100
12376, 110893150, 109281896, 9400
12382, 399403871, 91993556, 14000
12435, 221313211, 242921038, 8600
12445, 222247330, 109882842, 10800
12462, 376793828, 226473370, 15100
12533, 90370076, 36060404, 10400
12560, 152464708, 364005668, 9100
12632, 143404160, 109882842, 12100
12639, 195935030, 6617397, 10800
12709, 642669449, 323523875, 14900
12742, 38954012, 109281896, 14300
12790, 117065410, 663356576, 13800
12868, 63495992, 37836196, 8200
12896, 221313211, 364478123, 7700
12969, 23328404, 746253668, 9400
13045, 99590084, 23969108, 15500
13088, 561778154, 150034044, 6600
13099, 149935575, 663356576, 13100
13162, 3980651, 47003017, 8500
13228, 155983572, 295854803, 11800
13251, 99590084, 2459064, 14800
13338, 20591345, 292972640, 14600
13371, 894277047, 323523875, 9000
13431, 667325203, 23969108, 6800
13482, 195935030, 311627060, 9000
13507, 222247330, 687680110, 15300
13523, 480128475, 729976980, 6100
13525, 66653012, 89979878, 11700
13621, 571634226, 109281896, 7300
13680, 51018504, 283060148, 6700
13696, 430278836, 109281896, 7500
13792, 89149085, 2845963, 9800
13855, 52208372, 10997853, 7400
13863, 894277047, 422836945, 9600
13933, 297409418, 89979878, 11300
13963, 9120995, 363727010, 11300
14048, 110893150, 45983230, 11300
14132, 38708115, 160167860, 8000
14176, 41785292, 688708154, 14100
14227, 241418906, 181265087, 10300
14319, 63495992, 72213280, 10400
14364, 565184750, 182354068, 15400
14387, 3980651, 181265087, 11900
14401, 359801605, 182354068, 10300
14496, 110722800, 402944483, 9200
14526, 735016778, 12978110, 7300
14610, 62558732, 43991485, 11600
14631, 44649254, 226473370, 8500
14692, 20591345, 181265087, 10600
14711, 251214410, 74813564, 10800
14790, 94039368, 584116162, 15300
14802, 561778154, 558464526, 10000
14803, 14018348, 746253668, 9800
14897, 768215426, 160167860, 11500
14942, 571634226, 729976980, 12400
15040, 561778154, 115637132, 6500
15078, 399403871, 352696412, 13000
15117, 430278836, 181265087, 8600
15205, 325853106, 311627060, 9300
15219, 328007385, 208451140, 6700
15315, 480128475, 74813564, 8300
15414, 565184750, 181265087, 6000
15499, 83089910, 437630060, 15700
15598, 90370076, 103862500, 11200
15634, 221313211, 63929165, 13400
15645, 155322612, 11043234, 13300
15689, 275609690, 36060404, 7700
15693, 38142635, 108089232, 14300
15740, 221313211, 311363530, 13500
15805, 44649254, 604650308, 14100
15840, 63495992, 604650308, 7100
15910, 241418906, 45983230, 7700
15988, 275609690, 352696412, 13300
16021, 731858420, 2490232, 10700
16107, 14018348, 208241678, 14700
16163, 110893150, 17717712, 9000
16197, 115382444, 64604282, 13900
16234, 894277047, 625623146, 11100
16277, 343183250, 11043234, 12200
16367, 52241127, 168065518, 12700
16435, 3985162, 924872738, 14600
16504, 213273716, 218608664, 8200
16539, 186628070, 432819713, 13800
16583, 113976440, 625623146, 8300
16632, 525827728, 152179833, 7700
16658, 75999995, 168065518, 6800
16724, 22603145, 364478123, 9900
16748, 571634226, 311363530, 14400
16834, 172783130, 13710857, 9100
16839, 41144032, 115637132, 8400
16857, 222316205, 2459064, 12200
16892, 340114620, 109882842, 7700
16921, 23328404, 198358565, 6600
17021, 195935030, 491884732, 12600
17092, 149935575, 72213280, 15200
17166, 340114620, 123532940, 9500
17223, 894277047, 43991485, 11500
17250, 357418192, 253385156, 15100
17325, 399403871, 604650308, 10300
17351, 158202743, 37836196, 14600
17404, 667325203, 2845963, 12300
17428, 6092804, 288050272, 15100
17467, 949290, 264659345, 7100
17562, 525827728, 181078418, 12400
17614, 14018348, 924872738, 13400
17661, 571634226, 182354068, 10500
17688, 2351324, 432819713, 14900
17692, 63495992, 9797546, 14500
17741, 376793828, 36060404, 12600
17834, 169402777, 687680110, 8900
17926, 186628070, 226473370, 13800
17938, 52208372, 91993556, 6300
17990, 355247510, 198358565, 12800
17993, 41144032, 470827041, 15200
18061, 155322612, 242921038, 6000
18150, 41144032, 688708154, 7800
18236, 20591345, 422836945, 12500
18295, 277963613, 311627060, 13500
18363, 41144032, 160167860, 7100
18435, 343183250, 160167860, 8800
18519, 674701204, 292972640, 10900
18520, 667325203, 23969108, 14300
18597, 359801605, 23969108, 10400
18690, 571634226, 109281896, 9700
18737, 24680720, 491884732, 9400
18776, 66653012, 2459064, 6500
18790, 222872579, 793522698, 15200
18841, 19173548, 63929165, 9500
18925, 24680720, 470827041, 8900
18993, 479606588, 427783976, 11400
18996, 20591345, 109882842, 14500
19021, 343183250, 473643769, 7000
19113, 169402777, 470827041, 11500
19188, 667325203, 138705185, 7500
19211, 38708115, 427783976, 6300
19232, 63495992, 64604282, 9200
19300, 426723551, 123826079, 11300
19329, 361701186, 584116162, 14900
19409, 149935575, 924872738, 11500
19429, 52241127, 102464244, 11800
19523, 399403871, 364478123, 6300
19565, 357418192, 63929165, 10500
19595, 642669449, 12978110, 15100
19678, 143404160, 134388560, 13900
19711, 222247330, 13710857, 12300
19782, 241418906, 473643769, 11600
19865, 38954012, 292972640, 11100
19908, 430278836, 226473370, 13500
20007, 38708115, 208241678, 14600
20012, 325853106, 66069860, 14700
20031, 652261194, 13710857, 9600
20063, 63495992, 311627060, 10900
20145, 90370076, 283060148, 9200
20151, 390302085, 64604282, 9500
20183, 210536741, 364005668, 12700
20199, 99590084, 86064451, 7400
20205, 480128475, 13710857, 13900
20299, 2298437, 360766718, 7300
20382, 217333262, 491884732, 10900
20439, 38708115, 491884732, 6000
20538, 169402777, 6617397, 9700
20584, 817562795, 2490232, 8600
20680, 52241127, 12978110, 12400
20777, 14433320, 36060404, 6300
20829, 20591345, 40174284, 8400
20925, 426723551, 625623146, 7500
21018, 731858420, 109882842, 6800
21058, 667325203, 323523875, 6100
21071, 325853106, 288050272, 7600
21131, 14433320, 663356576, 10100
21213, 251214410, 2459064, 6700
21279, 297409418, 40174284, 11900
21366, 222247330, 138705185, 8400
21398, 117065410, 296501693, 12100
21495, 83089910, 597125360, 8400
21526, 735016778, 360766718, 13700
21589, 731858420, 218608664, 10300
21668, 325853106, 118991830, 13600
21682, 430278836, 437630060, 14200
21748, 674701204, 17717712, 10000
21758, 213273716, 597125360, 14700
21802, 431496876, 491884732, 6700
21893, 735016778, 687680110, 13000
21895, 674701204, 352696412, 12200
21964, 441322472, 729976980, 11200
21996, 83089910, 17717712, 10300
22021, 565184750, 255094400, 7900
22121, 14018348, 93232398, 8800
22179, 6989740, 181078418, 7400
22189, 23607760, 473643769, 8200
22237, 340114620, 604650308, 14800
22324, 41144032, 17717712, 10200
22416, 571634226, 74813564, 10900
22489, 113976440, 103862500, 6300
22515, 399403871, 181078418, 13300
22586, 186628070, 323523875, 10600
22603, 52208372, 89979878, 10300
22669, 222872579, 56005652, 14800
22752, 2298437, 43991485, 7900
22836, 6092804, 43991485, 8000
22843, 195935030, 103862500, 12900
22927, 51018504, 352696412, 9000
23000, 2298437, 123532940, 15900
23004, 222872579, 37836196, 6500
23089, 9120995, 2490232, 6700
23127, 66653012, 31245842, 10200
23187, 247406024, 793522698, 15900
23239, 3985162, 36060404, 10300
23337, 247406024, 437630060, 13900
23414, 19173548, 182354068, 7800
23449, 357418192, 558464526, 14700
23470, 222247330, 663356576, 15500
23540, 75999995, 746253668, 13400
23628, 894277047, 746253668, 6100
23648, 441322472, 120500638, 12800
23724, 399403871, 150034044, 7300
23790, 431496876, 311627060, 14100
23848, 99590084, 17717712, 6500
23870, 297409418, 123532940, 15200
23912, 158202743, 311363530, 11900
24003, 44649254, 663356576, 10500
24039, 24680720, 181265087, 12000
24085, 83089910, 311363530, 9100
24156, 328007385, 103862500, 10500
24206, 152464708, 66069860, 9800
24267, 83089910, 9797546, 7700
24296, 110893150, 47003017, 9000
24337, 186628070, 625623146, 7700
24381, 149935575, 45983230, 14200
24409, 6092804, 6617397, 9400
24444, 565184750, 10997853, 14600
24457, 9120995, 102464244, 12700
24527, 571634226, 63929165, 11000
24609, 5046788, 688708154, 11600
24662, 41785292, 78650299, 11700
24758, 376793828, 102464244, 6900
24799, 41785292, 311363530, 14700
24841, 83089910, 793522698, 8100
24934, 23328404, 226473370, 9900
24941, 113976440, 283060148, 8700
24999, 561778154, 36874289, 14100
25074, 431496876, 288050272, 10400
25086, 117065410, 363727010, 8100
25124, 735016778, 17717712, 11500
25159, 20591345, 749480084, 7800
25240, 6092804, 102464244, 9200
25250, 652261194, 688708154, 8000
25333, 41785292, 36874289, 14500
25424, 94039368, 264659345, 15100
25486, 873651155, 242921038, 11200
25515, 186628070, 108089232, 6600
25615, 6989740, 470827041, 8300
25672, 186628070, 45983230, 6900
25718, 2298437, 123826079, 8600
25732, 28536916, 93232398, 15900
25804, 14433320, 36060404, 8100
25828, 221313211, 688708154, 10400
25850, 328007385, 746253668, 12400
25891, 325853106, 558464526, 12000
25895, 674701204, 584116162, 9300
25946, 23328404, 45983230, 14300
26010, 247406024, 115637132, 10900
26025, 110722800, 150034044, 6300
26116, 241418906, 150034044, 15100
26138, 426723551, 311363530, 9300
26234, 2298437, 296501693, 7600
26296, 441322472, 72213280, 6000
26332, 152464708, 86064451, 14500
26405, 172783130, 66069860, 6300
26460, 390302085, 402944483, 15200
26559, 99590084, 123826079, 6000
26585, 110722800, 253385156, 6700
26680, 251214410, 2490232, 14400
26699, 525827728, 491884732, 14800
26785, 110722800, 138705185, 6400
26797, 7078331, 181265087, 12300
26853, 894277047, 364478123, 8700
26857, 143404160, 402944483, 12300
26922, 817562795, 323523875, 10900
26942, 3980651, 364005668, 11800
26975, 83089910, 17717712, 8200
27066, 28536916, 103862500, 10800
27115, 277963613, 663356576, 7700
27154, 441322472, 64604282, 9200
27197, 2351324, 255094400, 10600
27286, 155322612, 108089232, 7800
27376, 64433060, 103862500, 10800
27457, 222316205, 364005668, 11000
27461, 6092804, 208241678, 13200
27529, 431496876, 584116162, 10400
27530, 23607760, 422836945, 11200
27551, 5046788, 78650299, 6600
27610, 90370076, 296501693, 14400
27627, 117065410, 160167860, 15700
27688, 817562795, 924872738, 8400
27698, 359801605, 295854803, 10000
27748, 158202743, 108089232, 11600
27755, 41785292, 625623146, 13200
27791, 735016778, 91993556, 7900
27813, 571634226, 120500638, 7400
27884, 359801605, 108089232, 15700
27905, 155983572, 729976980, 14900
27951, 667325203, 9797546, 12900
27953, 24680720, 364005668, 12500
28050, 14433320, 12978110, 15600
28137, 155322612, 255094400, 10400
28163, 441322472, 74813564, 12000
28234, 441322472, 13710857, 9700
28257, 277963613, 427783976, 6500
28324, 213273716, 66069860, 8800
28345, 399403871, 402944483, 13500
28426, 222872579, 352696412, 7100
28439, 731858420, 17717712, 10600
28460, 19173548, 208241678, 11700
28545, 41785292, 323523875, 10900
28632, 571634226, 109882842, 6100
28671, 19173548, 91993556, 15600
28713, 817562795, 268379960, 12700
28756, 24680720, 311627060, 9400
28788, 24680720, 93232398, 10800
28796, 357418192, 208451140, 8800
28807, 597795176, 150034044, 11300
28886, 64433060, 109281896, 8800
28972, 52208372, 208241678, 14400
29028, 3985162, 47003017, 15000
29094, 62558732, 687680110, 7100
29105, 3980651, 2490232, 13100
29107, 66653012, 295854803, 8700
29183, 52208372, 364005668, 8500
29242, 357418192, 793522698, 11700
29254, 949290, 182354068, 9600
29335, 390302085, 226473370, 10500
29388, 2298437, 134388560, 13200
29476, 62558732, 253385156, 6600
29482, 251214410, 72213280, 6400
29581, 143404160, 63929165, 10700
29633, 642669449, 509410896, 14800
29658, 277963613, 746253668, 10600
29692, 241418906, 432819713, 13600
29735, 731858420, 255094400, 8300
29790, 75999995, 311363530, 8400
29805, 44649254, 37836196, 11400
29887, 464343522, 66069860, 15000
29915, 110893150, 168065518, 8600
29964, 113976440, 470827041, 9500
29995, 23328404, 255094400, 10200
30038, 275609690, 181265087, 8200
30042, 221313211, 168065518, 7200
30138, 222872579, 138705185, 9100
30221, 873651155, 360766718, 12900
30298, 340114620, 473643769, 14200
30382, 343183250, 120500638, 8700
30408, 6092804, 10997853, 10900
30471, 667325203, 118991830, 14700
30549, 667325203, 437630060, 6900
30645, 222247330, 509410896, 7500
30739, 99590084, 45983230, 13400
30764, 2351324, 72213280, 7700
30799, 768215426, 102464244, 12600
30826, 155983572, 37836196, 12600
30845, 213273716, 40174284, 13800
30910, 6092804, 688708154, 12800
30970, 251214410, 218608664, 6500
31010, 63495992, 688708154, 11600
31083, 158202743, 363727010, 12700
31115, 3980651, 74813564, 6900
31129, 2351324, 323523875, 12000
31174, 768215426, 437630060, 6300
31219, 52208372, 288050272, 9400
31230, 297409418, 473643769, 14800
31246, 441322472, 558464526, 13800
31269, 768215426, 108089232, 6300
31272, 195935030, 109882842, 15200
31332, 63495992, 134388560, 10000
31384, 674701204, 473643769, 10600
31439, 667325203, 226473370, 7800
31501, 480128475, 255094400, 8900
31504, 431496876, 360766718, 12900
31594, 83089910, 558464526, 8800
31616, 19173548, 295854803, 10400
31618, 343183250, 793522698, 8300
31675, 94039368, 509410896, 11600
31704, 328007385, 292972640, 7000
31768, 817562795, 208451140, 6300
31776, 571634226, 473643769, 7100
31812, 340114620, 43991485, 13800
31814, 52241127, 109882842, 8000
31894, 9120995, 89979878, 10700
31956, 667325203, 584116162, 10200
31992, 731858420, 604650308, 7600
31995, 99590084, 63929165, 15900
32076, 241418906, 36874289, 9800
32143, 343183250, 688708154, 14900
32214, 642669449, 402944483, 9500
32263, 325853106, 109281896, 11200
32328, 172783130, 352696412, 8800
32413, 14433320, 25398911, 8400
32446, 480128475, 10997853, 15600
32490, 22603145, 253385156, 15200
32526, 221313211, 36874289, 7100
32624, 41785292, 150034044, 6500
32715, 221313211, 793522698, 6400
32789, 23328404, 102464244, 11300
32830, 90370076, 437630060, 8400
32923, 158202743, 292972640, 10500
33005, 525827728, 12978110, 11200
33040, 479606588, 625623146, 6300
33100, 38142635, 160298750, 15900
33173, 873651155, 6617397, 6000
33185, 99590084, 72213280, 6100
33250, 768215426, 363727010, 14700
33251, 426723551, 91993556, 10500
33328, 2351324, 36060404, 7300
33341, 221313211, 91993556, 15200
33378, 561778154, 558464526, 7100
33416, 213273716, 625623146, 11600
33460, 768215426, 584116162, 11100
33502, 28536916, 427783976, 11800
33589, 328007385, 74813564, 7500
33621, 143404160, 242921038, 15200
33631, 2298437, 716481799, 6000
33644, 110893150, 690677745, 6400
33729, 561778154, 402944483, 15200
33789, 52241127, 17717712, 8300
33861, 24680720, 182354068, 15600
33947, 275609690, 473643769, 11500
33966, 38142635, 716481799, 15500
33980, 325853106, 311363530, 13800
33991, 110893150, 323523875, 7400
33993, 221313211, 108089232, 8800
34024, 464343522, 63929165, 15000
34057, 357418192, 115637132, 8100
34153, 52208372, 264659345, 13300
34196, 817562795, 360766718, 14800
34209, 275609690, 558464526, 11700
34301, 297409418, 597125360, 15700
34309, 479606588, 311363530, 15100
34402, 155322612, 36060404, 7700
34469, 571634226, 6617397, 7300
34470, 23607760, 311363530, 14400
34538, 195935030, 295854803, 8000
34576, 143404160, 470827041, 6200
34614, 222316205, 924872738, 11600
34651, 52241127, 604650308, 12300
34724, 222872579, 118991830, 6300
34749, 23328404, 604650308, 13300
34751, 94039368, 43991485, 9700
34784, 99590084, 96320900, 9400
34837, 667325203, 160298750, 13500
34930, 426723551, 402944483, 11500
34935, 222872579, 491884732, 14300
35016, 83089910, 558464526, 12600
35111, 297409418, 115637132, 14600
35146, 222316205, 422836945, 7300
35197, 52241127, 690677745, 9400
35221, 149935575, 198358565, 9700
35243, 390302085, 690677745, 6500
35301, 44649254, 74813564, 12100
35371, 817562795, 115637132, 8800
35456, 75999995, 74813564, 14400
35525, 9120995, 160167860, 10000
35610, 525827728, 268379960, 13400
35621, 3985162, 283060148, 13700
35687, 221313211, 2845963, 7100
35782, 64433060, 160167860, 10500
35827, 195935030, 91993556, 6600
35829, 241418906, 123826079, 10600
35901, 52241127, 160298750, 6800
35937, 28536916, 746253668, 6100
35974, 343183250, 264659345, 6200
35994, 222316205, 360766718, 12800
36005, 66653012, 74813564, 11500
36041, 158202743, 78650299, 8900
36133, 399403871, 36874289, 9600
36213, 20591345, 292972640, 11700
36271, 817562795, 74813564, 7000
36285, 210536741, 746253668, 6200
36360, 28536916, 255094400, 9100
36424, 23607760, 427783976, 14000
36500, 247406024, 118991830, 7700
36554, 19173548, 150034044, 14800
36555, 297409418, 688708154, 12900
36647, 390302085, 604650308, 14100
36702, 480128475, 363727010, 14100
36739, 6092804, 296501693, 6500
36784, 210536741, 295854803, 9900
36791, 172783130, 123826079, 7400
36827, 172783130, 746253668, 15300
36863, 6989740, 40174284, 8200
36962, 3980651, 625623146, 10700
36972, 479606588, 86064451, 13000
37044, 9120995, 96320900, 8700
37057, 768215426, 17717712, 7200
37086, 376793828, 427783976, 12000
37141, 275609690, 108089232, 13200
37169, 41785292, 86064451, 9100
37216, 66653012, 198358565, 8700
37227, 89149085, 296501693, 11700
37306, 217333262, 120500638, 6800
37347, 195935030, 268379960, 15900
37375, 14433320, 360766718, 10900
37401, 873651155, 64604282, 12900
37463, 275609690, 17717712, 14800
37514, 41144032, 64604282, 15100
37576, 7078331, 716481799, 9100
37664, 340114620, 295854803, 12600
37722, 155983572, 93232398, 7100
37782, 41785292, 108089232, 12900
37866, 83089910, 729976980, 10600
37871, 210536741, 25398911, 12200
37963, 430278836, 134388560, 12100
38028, 426723551, 118991830, 14500
38065, 195935030, 150034044, 15800
38075, 565184750, 120500638, 15600
38127, 241418906, 181078418, 12300
38146, 24680720, 427783976, 11400
38234, 833618468, 86064451, 12600
38259, 376793828, 138705185, 7500
38346, 90370076, 268379960, 8200
38404, 44649254, 150034044, 6500
38440, 426723551, 558464526, 11300
38526, 66653012, 6617397, 10600
38565, 44649254, 134388560, 13600
38602, 115382444, 118991830, 14800
38699, 359801605, 422836945, 9200
38741, 399403871, 473643769, 8000
38742, 149935575, 40174284, 12900
38825, 359801605, 924872738, 11900
38897, 597795176, 558464526, 15000
38916, 597795176, 31245842, 12800
38929, 328007385, 40174284, 15800
38991, 390302085, 31245842, 14800
39001, 115382444, 86064451, 6600
39041, 172783130, 72213280, 7700
39106, 325853106, 323523875, 15700
39153, 431496876, 13710857, 9900
39253, 565184750, 64604282, 9400
39290, 44649254, 86064451, 11800
39304, 222872579, 323523875, 7000
39375, 430278836, 38975992, 14600
39446, 9120995, 749480084, 7100
39542, 328007385, 283060148, 15800
39598, 464343522, 288050272, 13000
39625, 158202743, 56005652, 14600
39677, 441322472, 364478123, 10200
39745, 6092804, 363727010, 6000
39766, 24680720, 118991830, 14600
39797, 3980651, 352696412, 12300
39834, 6989740, 716481799, 13100
39919, 441322472, 11043234, 9500
40016, 23607760, 363727010, 14000
40069, 117065410, 56005652, 14600
40078, 169402777, 78650299, 9600
40143, 355247510, 427783976, 8200
40173, 38954012, 86064451, 13200
40215, 3980651, 91993556, 14100
40289, 186628070, 64604282, 10200
40329, 94039368, 363727010, 10800
40413, 213273716, 924872738, 14700
40504, 23607760, 63929165, 10500
40562, 213273716, 72213280, 13400
40641, 359801605, 109882842, 13300
40718, 117065410, 108089232, 10200
40783, 221313211, 108089232, 8200
40880, 525827728, 323523875, 7200
40904, 113976440, 12978110, 6900
40969, 241418906, 218608664, 11100
41034, 565184750, 150034044, 10900
41037, 75999995, 716481799, 13400
41087, 90370076, 160298750, 10300
41102, 117065410, 118991830, 13400
41189, 426723551, 663356576, 13600
41284, 62558732, 17717712, 6100
41345, 5046788, 102464244, 13100
41406, 597795176, 584116162, 8800
41463, 158202743, 11043234, 12800
41552, 768215426, 255094400, 8600
