account, age, zipcode, balance
623, 42, 109, 15600
629, 54, 101, 14300
631, 68, 100, 10600
637, 95, 101, 9200
645, 62, 107, 15900
649, 57, 108, 7100
655, 58, 103, 12300
662, 49, 100, 6200
667, 75, 106, 15200
671, 99, 106, 9100
681, 57, 106, 14500
691, 67, 100, 9500
694, 65, 103, 9500
702, 37, 103, 9700
712, 35, 104, 9100
719, 101, 108, 13900
723, 34, 105, 11700
727, 96, 100, 14900
731, 71, 103, 14200
732, 40, 106, 10000
740, 94, 109, 12400
745, 36, 105, 12900
753, 72, 108, 11300
761, 62, 109, 9200
771, 23, 108, 8300
779, 67, 108, 14100
786, 85, 109, 9800
791, 39, 102, 7400
793, 78, 105, 13300
796, 94, 109, 13400
805, 49, 105, 15700
810, 52, 103, 11200
816, 51, 108, 12500
821, 22, 107, 11000
825, 27, 103, 8500
835, 55, 101, 13800
840, 71, 102, 8200
843, 76, 107, 6900
847, 22, 102, 10000
848, 96, 102, 8300
854, 77, 105, 6000
859, 64, 103, 12500
866, 98, 107, 8200
873, 48, 109, 10700
878, 51, 107, 10900
881, 85, 104, 8200
882, 96, 105, 12500
889, 89, 100, 8200
897, 77, 101, 7600
901, 90, 105, 11300
905, 49, 100, 11000
914, 27, 104, 14700
922, 90, 104, 15500
931, 49, 106, 14400
939, 54, 105, 12200
943, 71, 109, 14100
948, 27, 106, 6800
957, 43, 103, 12700
962, 49, 101, 12900
972, 79, 109, 12200
982, 98, 105, 13900
990, 72, 104, 12000
996, 97, 106, 15600
999, 83, 101, 14700
1003, 48, 106, 10800
1007, 75, 109, 7000
1014, 56, 100, 7400
1018, 84, 108, 14900
1023, 85, 106, 8200
1027, 67, 106, 6100
1034, 40, 102, 6500
1039, 51, 107, 14900
1043, 51, 105, 14100
1046, 50, 105, 7900
1052, 32, 107, 8500
1059, 34, 108, 10400
1060, 27, 101, 11900
1066, 73, 106, 14400
1073, 99, 106, 12900
1075, 82, 103, 8300
1084, 61, 109, 15100
1093, 41, 107, 10600
1099, 32, 109, 11500
1109, 82, 109, 11800
1113, 58, 108, 12000
1123, 67, 105, 10400
1132, 90, 102, 10000
1138, 69, 103, 14400
1143, 36, 106, 9700
1153, 71, 101, 6600
1157, 33, 108, 12000
1159, 91, 106, 11600
1163, 28, 107, 9700
1167, 24, 107, 6600
1172, 54, 105, 10500
1173, 70, 105, 8400
1177, 98, 101, 8000
1184, 69, 104, 12800
1188, 26, 103, 9500
1193, 38, 103, 7700
1199, 40, 109, 7100
1206, 64, 109, 14500
1211, 78, 103, 11200
1221, 28, 101, 14400
1229, 31, 108, 7200
1239, 90, 108, 15500
1244, 83, 108, 11300
1251, 42, 102, 10600
1258, 39, 104, 7000
1263, 83, 109, 8200
1273, 90, 103, 13000
1278, 96, 109, 6000
1286, 50, 104, 8800
1287, 30, 102, 9600
1290, 101, 108, 8500
1292, 47, 105, 9900
1298, 32, 108, 9300
1305, 26, 106, 14100
1310, 67, 101, 13900
1320, 40, 101, 11900
1330, 35, 106, 14800
1339, 89, 101, 9400
1345, 38, 101, 13200
1352, 29, 101, 13900
1355, 91, 105, 11700
1360, 92, 102, 14100
1369, 80, 101, 9800
1377, 79, 101, 13800
1383, 58, 106, 14900
1391, 52, 105, 15000
1400, 65, 103, 7700
1410, 77, 102, 13800
1416, 48, 105, 15700
1417, 81, 109, 12700
1423, 57, 105, 6800
1429, 58, 108, 12000
1433, 63, 102, 9500
1438, 54, 104, 12000
1440, 27, 102, 12500
1445, 70, 101, 9700
1447, 40, 102, 7000
1449, 50, 101, 10200
1457, 71, 101, 12000
1461, 99, 102, 6200
1462, 59, 107, 9300
1472, 39, 102, 15100
1482, 94, 103, 8000
1483, 32, 107, 7200
1493, 58, 100, 12000
1497, 54, 102, 15900
1506, 65, 102, 6700
1516, 65, 108, 8400
1525, 38, 108, 9600
1532, 95, 101, 14700
1537, 81, 104, 12500
1540, 36, 102, 7800
1545, 31, 108, 14200
1552, 85, 103, 11300
1553, 63, 100, 6000
1560, 60, 101, 12900
1566, 38, 109, 12700
1571, 71, 108, 10600
1574, 92, 100, 14900
1575, 73, 108, 12000
1578, 93, 102, 8400
1580, 56, 107, 7300
1589, 58, 100, 12400
1594, 93, 107, 13000
1596, 101, 105, 8700
1600, 87, 109, 10900
1605, 56, 109, 11500
1608, 71, 101, 13000
1610, 46, 101, 6300
1618, 69, 100, 10300
1627, 88, 100, 12700
1631, 27, 108, 7800
1640, 42, 100, 7900
1648, 69, 104, 13900
1657, 28, 108, 9200
1666, 23, 107, 15900
1674, 58, 100, 7500
1684, 39, 101, 15800
1685, 52, 105, 7600
1689, 94, 107, 15700
1695, 46, 102, 8400
1703, 43, 100, 12600
1708, 32, 105, 15900
1711, 80, 106, 8300
1718, 71, 109, 11500
1723, 51, 104, 15100
1728, 35, 109, 15100
1734, 63, 101, 7300
1740, 56, 109, 15800
1744, 32, 103, 9400
1746, 29, 100, 10100
1753, 90, 104, 10700
1758, 63, 104, 12800
1762, 83, 103, 11700
1764, 79, 108, 14200
1769, 52, 100, 15600
1777, 80, 103, 9200
1781, 77, 102, 6000
1785, 58, 104, 14200
1786, 78, 106, 15500
1794, 42, 100, 6200
1800, 62, 106, 15300
1807, 95, 101, 11000
1808, 88, 109, 9000
1816, 46, 102, 12300
1821, 24, 106, 9600
1826, 47, 102, 14900
1829, 99, 102, 7400
1831, 30, 104, 13600
1835, 77, 101, 10600
1845, 59, 106, 12600
1849, 32, 104, 12400
1851, 59, 105, 15800
1854, 92, 107, 9700
1864, 101, 108, 9400
1869, 97, 108, 14100
1878, 69, 108, 11400
1885, 86, 107, 12100
1888, 44, 102, 10000
1898, 54, 103, 15800
1905, 94, 100, 15000
1906, 94, 108, 15100
1916, 83, 109, 12700
1921, 48, 106, 8300
1931, 70, 109, 10100
1936, 83, 106, 12900
1940, 89, 105, 14800
1950, 33, 104, 8300
1955, 31, 100, 8600
1960, 72, 103, 10400
1965, 33, 105, 13300
1967, 41, 100, 15700
1975, 42, 103, 10500
1977, 92, 109, 11900
1985, 27, 106, 6300
1995, 58, 101, 15100
2001, 71, 100, 13100
2004, 33, 109, 12200
2011, 39, 102, 14300
2012, 83, 102, 10700
2018, 56, 100, 11300
2028, 24, 103, 13900
2033, 88, 101, 14500
2043, 39, 100, 6800
2050, 29, 108, 12500
2058, 49, 102, 9700
2060, 78, 104, 9100
2062, 55, 108, 6800
2070, 88, 108, 8200
2076, 31, 100, 6000
2077, 90, 108, 9700
2082, 50, 101, 9900
2090, 89, 100, 7900
2098, 33, 104, 11400
2104, 45, 103, 15300
2109, 60, 109, 10000
2117, 98, 105, 14300
2127, 73, 102, 14300
2128, 89, 107, 13600
2136, 83, 107, 13100
2142, 84, 104, 14500
2152, 88, 101, 14400
2157, 29, 103, 8200
2160, 74, 105, 8800
2169, 79, 105, 7300
2179, 46, 107, 13900
2183, 27, 104, 11300
2190, 65, 104, 7800
2193, 85, 108, 8400
2195, 94, 101, 15200
2198, 85, 100, 13400
2206, 57, 105, 10400
2212, 70, 104, 11600
2220, 55, 103, 12500
2222, 74, 106, 15700
2226, 68, 101, 10800
2231, 100, 105, 9600
2237, 60, 104, 9400
2239, 93, 102, 10800
2241, 50, 106, 11500
2245, 32, 108, 12700
2247, 76, 105, 6900
2254, 93, 101, 7100
2258, 68, 101, 8200
2265, 74, 102, 15600
2272, 25, 106, 8100
2280, 93, 100, 14100
2288, 28, 102, 11000
2295, 83, 104, 6600
2298, 35, 102, 9300
2303, 77, 108, 9600
2308, 58, 100, 15200
2311, 62, 101, 11300
2320, 61, 106, 8200
2329, 78, 100, 14800
2339, 79, 109, 13300
2340, 57, 106, 10600
2350, 22, 106, 8000
2360, 33, 101, 8400
2369, 93, 106, 15700
2376, 72, 103, 12300
2378, 80, 100, 15600
2384, 39, 107, 15000
2394, 52, 101, 15500
2404, 90, 100, 8700
2412, 44, 100, 10000
2414, 81, 101, 15800
2418, 101, 102, 13000
2426, 48, 106, 8100
2428, 43, 100, 15600
2436, 64, 106, 13800
2437, 81, 100, 10400
2439, 77, 104, 9200
2444, 94, 104, 15000
2445, 101, 102, 14700
2452, 58, 105, 9400
2453, 95, 106, 15900
2461, 69, 106, 12200
2466, 50, 102, 14900
2475, 33, 103, 9700
2480, 41, 108, 11400
2483, 83, 106, 14900
2492, 54, 100, 12600
2495, 85, 109, 6200
2496, 76, 109, 13400
2499, 71, 104, 8500
2506, 100, 108, 15800
2511, 25, 100, 11000
2512, 25, 100, 14900
2515, 99, 100, 14200
2519, 43, 106, 7200
2521, 94, 101, 10500
2527, 48, 102, 15800
2530, 72, 106, 6900
2535, 46, 108, 11500
2536, 51, 109, 14200
2544, 66, 108, 10400
2545, 22, 106, 9600
2553, 93, 106, 7200
2559, 91, 105, 8400
2561, 66, 101, 12200
2571, 96, 100, 15100
2572, 41, 109, 10900
2575, 22, 106, 15000
2579, 94, 101, 12300
2584, 69, 103, 13600
2586, 67, 101, 11900
2595, 22, 107, 15100
2604, 74, 107, 9500
2607, 39, 104, 13900
2610, 92, 100, 7000
2612, 59, 105, 11300
2620, 52, 109, 12700
2622, 87, 103, 14600
2629, 69, 103, 11600
2631, 22, 109, 8100
2632, 64, 104, 11700
2634, 22, 107, 15600
2639, 31, 109, 13800
2649, 89, 108, 10400
2656, 93, 106, 11200
2666, 53, 105, 12900
2671, 91, 109, 6900
2679, 52, 109, 7500
2686, 93, 101, 9800
2695, 36, 109, 12300
2701, 74, 109, 12400
2708, 56, 107, 15000
2714, 48, 101, 10900
2722, 69, 100, 11700
2728, 46, 103, 12700
2734, 38, 103, 15600
2741, 40, 106, 6500
2744, 73, 104, 11600
2747, 54, 106, 11300
2753, 96, 100, 10400
2760, 53, 109, 9500
2766, 97, 106, 13100
2771, 37, 101, 14800
2772, 22, 102, 10500
2781, 57, 103, 14400
2791, 46, 106, 6500
2795, 58, 108, 13300
2799, 26, 101, 11000
2807, 85, 105, 8500
2817, 81, 109, 8300
2819, 72, 101, 6000
2825, 76, 100, 9300
2826, 89, 101, 10400
2832, 42, 101, 12900
2837, 63, 105, 8300
2845, 29, 103, 9900
2851, 38, 108, 10400
2852, 27, 101, 14000
2855, 64, 105, 13400
2863, 95, 108, 11700
2865, 95, 107, 15600
2873, 37, 105, 12200
2877, 43, 106, 7100
2883, 49, 102, 13200
2887, 34, 100, 8000
2896, 41, 106, 6300
2903, 83, 104, 8300
2911, 87, 103, 9700
2913, 83, 105, 8500
2918, 24, 100, 14900
2928, 73, 105, 7900
2930, 31, 101, 12000
2939, 33, 107, 15200
2945, 50, 105, 13600
2947, 60, 102, 15900
2952, 60, 101, 10800
2953, 77, 108, 14600
2954, 26, 103, 13700
2957, 30, 107, 12800
2967, 78, 105, 7200
2968, 42, 102, 9600
2975, 95, 103, 9800
2983, 80, 100, 8500
2984, 23, 100, 15000
2991, 86, 106, 14000
2999, 99, 107, 10700
3008, 84, 105, 8500
3010, 38, 108, 11500
3020, 85, 101, 10100
3030, 55, 104, 11300
3032, 89, 102, 12900
3038, 47, 108, 8400
3042, 37, 107, 10600
3044, 44, 106, 13400
3054, 82, 109, 14700
3055, 32, 106, 7000
3063, 74, 105, 15900
3070, 66, 107, 13800
3076, 78, 109, 10000
3085, 76, 105, 15800
3086, 51, 109, 8900
3089, 75, 105, 8700
3093, 64, 104, 9700
3096, 83, 108, 14900
3103, 34, 109, 10100
3110, 41, 108, 8500
3117, 88, 105, 7800
3121, 38, 102, 14300
3130, 23, 108, 11300
3138, 43, 100, 8900
3140, 87, 105, 8500
3146, 55, 104, 15100
3151, 68, 107, 10400
3158, 82, 109, 8900
3167, 78, 108, 15000
3168, 70, 100, 10400
3169, 41, 106, 10100
3177, 81, 103, 8900
3180, 46, 103, 13500
3182, 101, 101, 13700
3188, 56, 105, 11600
3189, 88, 108, 14700
3195, 40, 103, 11300
3200, 100, 107, 6100
3205, 65, 105, 15800
3206, 55, 108, 12700
3212, 29, 107, 14800
3222, 36, 107, 15400
3232, 70, 108, 15600
3233, 80, 101, 7400
3238, 30, 102, 7000
3242, 38, 106, 12500
3249, 88, 109, 15900
3258, 52, 102, 13000
3265, 92, 107, 9600
3274, 92, 103, 7500
3275, 55, 100, 15600
3284, 36, 102, 7900
3288, 89, 102, 9800
3292, 38, 105, 6400
3298, 85, 100, 15300
3300, 96, 101, 12300
3304, 68, 108, 9400
3313, 69, 105, 9900
3323, 67, 106, 8500
3330, 27, 100, 6200
3334, 48, 101, 14900
3340, 75, 104, 13900
3348, 97, 109, 13100
3355, 52, 108, 14500
3361, 77, 106, 6300
3363, 56, 103, 14700
3373, 96, 104, 15500
3374, 77, 107, 7800
3381, 91, 108, 14600
3384, 77, 105, 9800
3387, 82, 100, 9000
3394, 23, 102, 10100
3403, 77, 105, 9800
3411, 44, 105, 13000
3417, 56, 103, 8100
3418, 99, 108, 10700
3425, 67, 101, 12100
3434, 69, 108, 11600
3440, 98, 105, 10100
3446, 33, 105, 8200
3449, 94, 103, 6800
3458, 42, 100, 11700
3466, 34, 103, 12400
3470, 36, 100, 15400
3473, 95, 106, 11600
3483, 42, 108, 9000
3492, 89, 104, 7800
3502, 43, 104, 10500
3503, 23, 104, 11700
3507, 24, 100, 6800
3511, 55, 106, 8300
3512, 56, 107, 11500
3513, 55, 103, 10800
3521, 37, 109, 10800
3528, 77, 101, 13800
3533, 60, 100, 11000
3540, 65, 100, 12800
3548, 96, 100, 6600
3551, 61, 105, 6300
3560, 56, 103, 7300
3561, 68, 100, 12000
3568, 28, 100, 14800
3574, 24, 106, 14300
3584, 60, 106, 6000
3585, 82, 101, 15700
3586, 90, 105, 12000
3588, 78, 108, 11200
3598, 91, 105, 10500
3605, 61, 102, 14500
3607, 58, 106, 14900
3613, 65, 103, 9300
3623, 36, 107, 14300
3631, 68, 103, 7300
3638, 61, 101, 9300
3646, 34, 106, 11700
3647, 25, 106, 7900
3649, 42, 107, 15400
3659, 52, 103, 6900
3665, 81, 101, 6300
3673, 91, 105, 7200
3674, 31, 105, 11200
3681, 33, 108, 7400
3684, 96, 103, 10600
3690, 27, 100, 11800
3691, 100, 107, 12100
3694, 36, 105, 9300
3702, 79, 106, 13400
3706, 73, 101, 15100
3710, 41, 105, 12100
3715, 94, 104, 7800
3716, 96, 106, 11600
3719, 24, 104, 10200
3727, 97, 109, 13000
3728, 48, 102, 9600
3738, 35, 104, 6200
3748, 71, 109, 10400
3751, 44, 101, 12100
3756, 92, 101, 10600
3758, 42, 107, 12300
3763, 24, 100, 10400
3770, 28, 101, 7000
3775, 35, 104, 14300
3782, 86, 107, 7800
3790, 76, 105, 14900
3792, 96, 101, 7100
3802, 84, 103, 15400
3810, 71, 106, 11000
3812, 51, 102, 8800
3813, 42, 106, 14100
3820, 50, 102, 8900
3824, 62, 103, 11800
3826, 96, 105, 6100
3828, 91, 103, 14000
3832, 94, 104, 10500
3839, 94, 103, 6600
3845, 66, 108, 10500
3855, 85, 101, 11400
3864, 87, 100, 11500
3872, 85, 102, 12700
3873, 27, 107, 13800
3878, 87, 103, 7200
3888, 80, 109, 6700
3893, 23, 100, 12700
3902, 28, 108, 13200
3904, 68, 100, 13400
3914, 57, 107, 9200
3921, 99, 104, 15700
3922, 22, 101, 6800
3923, 76, 101, 11400
3929, 36, 108, 14200
3939, 59, 108, 6000
3941, 74, 106, 7200
3951, 79, 104, 8900
3959, 65, 107, 11300
3964, 95, 107, 9900
3968, 40, 107, 10100
3975, 64, 106, 12300
3977, 33, 109, 15100
3983, 48, 100, 11300
3991, 50, 108, 8200
3995, 63, 107, 13700
4003, 70, 101, 6600
4005, 49, 100, 15400
4011, 26, 103, 10200
4014, 45, 109, 13000
4023, 32, 102, 7700
4029, 33, 104, 10700
4030, 31, 107, 7800
4036, 27, 108, 8100
4046, 32, 103, 15800
4050, 49, 107, 6200
4052, 50, 108, 13800
4060, 90, 104, 7200
4067, 40, 101, 15400
4068, 99, 107, 13400
4071, 54, 105, 9900
4078, 60, 109, 9500
4080, 55, 109, 12100
4082, 72, 107, 6900
4091, 90, 100, 15400
4097, 64, 106, 9600
4104, 81, 108, 14600
4108, 64, 105, 9700
4116, 49, 107, 10900
4117, 24, 101, 6000
4118, 100, 106, 14900
4128, 93, 107, 13400
4131, 58, 104, 6500
4132, 38, 109, 8700
4133, 51, 101, 13800
4136, 31, 104, 13700
4145, 23, 100, 13000
4151, 25, 107, 13500
4160, 30, 104, 12000
4168, 88, 103, 14700
4178, 24, 107, 10100
4188, 100, 105, 10400
4195, 87, 105, 7400
4199, 89, 100, 6900
4200, 48, 108, 7100
4207, 23, 108, 8000
4209, 62, 102, 10600
4217, 50, 103, 8100
4223, 78, 101, 11800
4226, 98, 100, 14800
4230, 84, 100, 12100
4238, 68, 109, 15000
4246, 69, 103, 7100
4253, 24, 101, 6900
4254, 58, 103, 10400
4259, 66, 108, 7900
4267, 84, 104, 6500
4270, 89, 107, 12700
4276, 50, 105, 6800
4280, 75, 100, 11200
4284, 45, 106, 11900
4294, 54, 102, 11200
4300, 60, 107, 6500
4301, 48, 106, 9000
4307, 64, 105, 14600
4311, 80, 106, 15600
4312, 58, 105, 9800
4315, 83, 103, 9000
4320, 32, 106, 13400
4328, 40, 102, 9300
4335, 76, 105, 13400
4339, 101, 108, 14100
4343, 44, 105, 15600
4345, 48, 102, 9200
4354, 83, 108, 8400
4357, 86, 109, 6400
4366, 86, 101, 12200
4370, 71, 105, 7300
4373, 80, 108, 7900
4377, 87, 102, 6100
4380, 79, 106, 11600
4386, 63, 102, 9400
4391, 101, 104, 15300
4397, 43, 109, 11900
4402, 72, 104, 14700
4406, 58, 106, 15200
4412, 66, 109, 12300
4415, 97, 103, 12500
4423, 98, 103, 13300
4429, 39, 102, 13500
4439, 25, 105, 9400
4449, 42, 103, 14700
4453, 29, 101, 13400
4457, 57, 109, 6900
4462, 90, 103, 11500
4466, 24, 105, 14600
4467, 28, 108, 14400
4477, 96, 104, 12600
4487, 86, 103, 15100
4494, 60, 104, 8300
4504, 46, 100, 12700
4508, 44, 109, 14000
4514, 46, 106, 6200
4516, 22, 100, 14400
4526, 37, 109, 10400
4535, 64, 102, 8400
4542, 52, 105, 12300
4543, 88, 107, 6800
4544, 82, 105, 6100
4545, 92, 107, 11900
4550, 56, 107, 9300
4552, 98, 106, 14600
4554, 69, 106, 13100
4559, 65, 102, 6900
4566, 28, 105, 7000
4576, 70, 107, 8200
4580, 97, 102, 13300
4582, 32, 109, 13500
4591, 63, 104, 6300
4599, 100, 107, 12100
4608, 53, 105, 6200
4614, 27, 108, 11200
4617, 69, 101, 11000
4623, 63, 103, 14800
4628, 67, 109, 15800
4631, 81, 104, 12700
4637, 60, 109, 14900
4645, 85, 106, 14400
4646, 92, 100, 12700
4649, 100, 104, 12100
4651, 39, 102, 11200
4654, 25, 103, 9400
4656, 33, 106, 14500
4664, 38, 102, 10100
4665, 38, 103, 8700
4670, 76, 107, 10000
4678, 83, 106, 14600
4685, 22, 105, 11000
4691, 74, 101, 14300
4695, 31, 100, 12500
4699, 50, 106, 9400
4702, 55, 100, 14500
4708, 85, 103, 13600
4711, 66, 105, 14400
4720, 96, 103, 9800
4722, 72, 103, 13200
4727, 23, 107, 15700
4737, 22, 104, 11700
4742, 95, 109, 12800
4747, 76, 104, 14800
4752, 97, 100, 14500
4756, 29, 101, 14100
4759, 94, 100, 8400
4765, 67, 104, 8600
4766, 53, 107, 9800
4770, 72, 109, 8900
4780, 30, 100, 9100
4784, 78, 107, 11000
4785, 51, 107, 15300
4786, 55, 103, 9400
4794, 98, 104, 6300
4799, 46, 100, 7000
4802, 77, 103, 13500
4812, 44, 109, 9800
4813, 89, 106, 12500
4815, 52, 102, 7000
4825, 98, 108, 12900
4833, 72, 103, 15200
4841, 70, 103, 8400
4850, 81, 105, 12800
4855, 101, 107, 9600
4857, 59, 104, 11100
4861, 40, 103, 8700
4871, 70, 102, 7700
4873, 87, 107, 15600
4883, 54, 101, 9900
4892, 49, 101, 15500
4902, 52, 103, 11300
4907, 71, 103, 9600
4910, 76, 102, 13300
4912, 97, 103, 10000
4918, 29, 108, 11400
4922, 24, 105, 8300
4923, 59, 107, 6200
4925, 27, 106, 7100
4929, 64, 108, 8100
4939, 59, 104, 11100
4949, 71, 103, 8000
4958, 30, 103, 6900
4963, 95, 104, 14600
4965, 47, 102, 14600
4968, 31, 102, 7400
4977, 92, 106, 8900
4979, 60, 102, 6300
4986, 71, 100, 7100
4990, 100, 108, 7100
4991, 70, 108, 6500
5001, 55, 101, 14000
5009, 100, 108, 10400
5012, 88, 106, 7800
5014, 61, 104, 12000
5021, 48, 100, 9900
5027, 69, 109, 13400
5030, 44, 109, 10200
5033, 66, 108, 14200
5041, 26, 105, 7300
5050, 93, 107, 7300
5055, 80, 106, 15500
5063, 70, 108, 13200
5067, 69, 104, 13500
5070, 93, 107, 10800
5071, 54, 101, 7400
5074, 57, 104, 11600
5079, 50, 103, 12900
5080, 84, 107, 9800
5087, 94, 102, 12900
5090, 29, 104, 15500
5097, 34, 108, 12500
5102, 69, 100, 10200
5104, 26, 103, 13100
5105, 99, 106, 9300
5110, 86, 109, 9500
5117, 81, 100, 14300
5127, 75, 101, 12700
5135, 28, 106, 7100
5136, 63, 102, 12900
5140, 87, 101, 13900
5146, 49, 101, 12400
5156, 25, 100, 13400
5162, 95, 101, 7200
5163, 58, 104, 6400
5168, 61, 101, 15300
5170, 26, 103, 12000
5172, 85, 104, 14800
5180, 27, 100, 7300
5185, 34, 107, 14200
5188, 49, 108, 9300
5194, 84, 101, 13100
5195, 57, 104, 10700
5200, 79, 101, 8800
5202, 80, 100, 13500
5206, 27, 100, 12500
5211, 71, 106, 7700
5220, 53, 107, 11700
5228, 38, 108, 11400
5237, 61, 108, 11700
5245, 69, 104, 14300
5255, 38, 107, 11600
5265, 68, 100, 7200
5267, 89, 100, 7700
5271, 37, 107, 15300
5281, 35, 107, 8800
5282, 61, 100, 6500
5287, 66, 100, 11700
5297, 23, 102, 6600
5299, 92, 106, 6000
5303, 97, 102, 7800
5305, 56, 101, 6000
5314, 44, 104, 8900
5316, 67, 102, 9900
5318, 32, 100, 13600
5321, 44, 101, 12400
5323, 22, 100, 12800
5326, 88, 108, 8900
5332, 44, 100, 15400
5334, 79, 107, 6900
5338, 37, 103, 13200
5344, 61, 104, 10700
5349, 54, 102, 11000
5353, 82, 100, 7300
5357, 42, 104, 10600
5366, 50, 106, 14200
5370, 63, 108, 13100
5376, 22, 101, 14500
5382, 54, 102, 15500
5387, 25, 105, 10400
5397, 87, 109, 6100
5399, 28, 103, 7300
5403, 91, 100, 13200
5410, 67, 102, 10000
5412, 33, 105, 15800
5413, 38, 107, 9900
5423, 42, 109, 11800
5425, 96, 101, 15700
5430, 92, 103, 8600
5437, 67, 105, 10400
5446, 34, 102, 9700
5453, 66, 102, 11900
5461, 74, 103, 11000
5467, 37, 100, 11600
5471, 86, 107, 10800
5472, 73, 102, 7500
5474, 44, 100, 10400
5476, 30, 103, 15700
5477, 54, 102, 8200
5484, 39, 100, 9400
5490, 67, 106, 12400
5497, 94, 100, 12400
5499, 100, 104, 6500
5505, 61, 102, 14100
5512, 47, 100, 12700
5521, 69, 106, 12900
5527, 96, 108, 15900
5532, 43, 106, 12600
5538, 99, 102, 11900
5540, 38, 108, 15400
5543, 91, 107, 12700
5551, 67, 101, 14400
5561, 62, 101, 9300
5563, 33, 103, 12300
5568, 54, 105, 15500
5578, 85, 106, 9400
5579, 98, 107, 14400
5588, 39, 100, 8200
5591, 99, 101, 11500
5597, 99, 109, 11600
5605, 32, 103, 12400
5609, 57, 106, 8400
5615, 98, 103, 9000
5619, 93, 106, 14700
5621, 57, 100, 13900
5628, 56, 103, 12500
5636, 53, 100, 11200
5637, 37, 100, 6000
5643, 61, 108, 7200
5652, 85, 100, 13200
5655, 76, 102, 10900
5660, 44, 103, 14400
5664, 95, 108, 6300
5668, 33, 107, 13500
5675, 40, 108, 15500
5676, 50, 101, 12000
5678, 46, 101, 14600
5687, 46, 109, 8900
5688, 74, 102, 8000
5690, 41, 105, 15000
5697, 44, 109, 13700
5705, 27, 103, 11100
5715, 68, 107, 14300
5721, 81, 104, 14900
5727, 42, 104, 14200
5736, 74, 107, 9400
5741, 38, 107, 15800
5747, 76, 108, 10400
5754, 72, 104, 13600
5762, 93, 103, 12200
5765, 66, 105, 9400
5775, 74, 101, 7500
5784, 25, 109, 11500
5787, 36, 106, 14900
5790, 88, 104, 12800
5799, 77, 104, 11900
5804, 60, 107, 12900
5809, 63, 109, 11200
5814, 57, 102, 12000
5815, 22, 100, 12900
5818, 99, 100, 7700
5824, 65, 102, 13900
5833, 22, 104, 6100
5836, 53, 107, 15100
5845, 95, 106, 10800
5846, 42, 107, 10000
5852, 49, 104, 15400
5853, 28, 101, 12000
5863, 49, 101, 13400
5867, 43, 109, 8300
5872, 90, 101, 12200
5877, 27, 105, 9100
5884, 26, 101, 15200
5886, 37, 105, 11000
5889, 99, 106, 15600
5899, 84, 108, 9600
5901, 58, 100, 11100
5902, 73, 107, 7800
5903, 75, 100, 13000
5904, 24, 100, 7600
5914, 100, 106, 10100
5915, 88, 104, 7500
5925, 69, 106, 14100
5927, 71, 109, 11200
5935, 71, 101, 15900
