account, age, zipcode, balance
4623, 623785480, 62655482, 66
4644, 189977940, 270149240, 159
4713, 110925309, 8971211, 134
4798, 36922660, 43179310, 108
4866, 248153406, 880599990, 154
4907, 607523860, 364168513, 80
4945, 11214290, 161784380, 84
4961, 570643422, 60411140, 111
5025, 191434445, 182354244, 88
5101, 28103145, 435404010, 158
5107, 141653851, 182354244, 134
5188, 345853916, 435404010, 128
5226, 183544850, 251137055, 118
5262, 837530804, 435404010, 77
5309, 11214290, 652105819, 153
5318, 198618830, 941138702, 75
5380, 161398972, 25328147, 117
5394, 259581881, 646910300, 156
5450, 20075000, 111389435, 132
5491, 383755716, 235477220, 101
5548, 364092106, 364168513, 110
5590, 127759991, 385337810, 99
5597, 163560670, 435404010, 115
5675, 226502300, 766679430, 73
5748, 259581881, 578968633, 101
5781, 813027345, 323491643, 103
5870, 650900167, 181318520, 116
5928, 717545240, 215912739, 114
6027, 12614864, 711987050, 109
6057, 39929743, 111389435, 149
6144, 244906301, 292302620, 66
6180, 96667940, 952969726, 93
6258, 265077037, 439573876, 153
6338, 187215693, 211330256, 130
6367, 713097236, 159560267, 129
6398, 116487850, 159560267, 60
6419, 717545240, 15052428, 123
6436, 236933627, 33751079, 115
6506, 141752108, 435477256, 102
6541, 40637900, 171310368, 136
6558, 74504084, 190750892, 140
6563, 54554568, 44977946, 78
6593, 650900167, 1007860676, 147
6658, 12614864, 384764240, 77
6736, 40637900, 718997845, 121
6758, 837530804, 618708960, 158
6831, 639755404, 618708960, 112
6833, 248153406, 27839087, 77
6854, 132143500, 428901296, 98
6886, 11162028, 389817092, 61
6947, 157084150, 25328147, 70
7022, 183544850, 341316096, 152
7101, 141653851, 533414072, 98
7107, 359227652, 200327520, 153
7203, 943609580, 256183430, 143
7241, 315333170, 170312826, 76
7287, 25770557, 33751079, 88
7346, 61520871, 117156164, 81
7371, 1724295, 101899376, 131
7453, 183544850, 766679430, 109
7544, 61520871, 435477256, 114
7548, 164457508, 134802646, 84
7614, 383755716, 289941245, 75
7664, 96667940, 477356001, 97
7666, 39929743, 518052940, 129
7757, 65984588, 418299732, 110
7832, 750694099, 341316096, 121
7846, 713097236, 181912240, 93
7882, 54461812, 941138702, 121
7975, 25770557, 206168125, 84
8042, 54554568, 170312826, 113
8097, 74187395, 428901296, 157
8123, 95617664, 428901296, 141
8166, 259581881, 292302620, 102
8224, 379911510, 652105819, 92
8230, 171886326, 27839087, 119
8260, 56961008, 578968633, 68
8349, 447911632, 190750892, 127
8357, 74504084, 217066598, 124
8398, 12614864, 181587353, 144
8443, 20075000, 435477256, 68
8543, 570643422, 182354244, 88
8587, 12614864, 292302620, 93
8590, 187215693, 70572388, 119
8636, 764679698, 941138702, 131
8719, 30638311, 799125150, 68
8808, 395918120, 549692814, 136
8811, 248153406, 264232468, 60
8820, 20075000, 181912240, 151
8877, 359227652, 756013616, 141
8902, 191434445, 756013616, 135
8954, 37693488, 200327520, 66
8966, 345853916, 15052428, 112
9037, 74187395, 384764240, 68
9134, 88045210, 251137055, 142
9215, 750694099, 952969726, 119
9273, 187215693, 500353795, 126
9321, 300045340, 10207028, 86
9343, 79418982, 532312548, 86
9389, 96667940, 357547115, 79
9404, 364092106, 256183430, 145
9499, 586374640, 603114060, 141
9544, 54461812, 880599990, 93
9628, 36922660, 117156164, 80
9721, 141752108, 76373860, 119
9770, 623785480, 235477220, 152
9813, 1724295, 341316096, 114
9829, 494554820, 60411140, 90
9893, 279545916, 756013616, 89
9989, 127226060, 264232468, 106
10062, 279545916, 159560267, 133
10094, 187215693, 15052428, 111
10096, 300045340, 270149240, 156
10105, 289426346, 44977946, 151
10124, 198618830, 618708960, 80
10191, 30638311, 15052428, 108
10285, 837530804, 70572388, 68
10350, 141653851, 200327520, 63
10390, 439242441, 435477256, 106
10474, 11162028, 578968633, 97
10538, 61520871, 1007860676, 124
10558, 132823860, 439573876, 137
10601, 127226060, 7655801, 72
10680, 88045210, 521457794, 152
10746, 25770557, 1007860676, 131
10806, 226502300, 618708960, 89
10904, 39929743, 646910300, 113
10941, 116487850, 389817092, 61
10956, 707326520, 952969726, 135
11033, 116487850, 181318520, 144
11091, 53446950, 501267488, 72
11162, 837530804, 289941245, 122
11254, 218649812, 171310368, 121
11335, 198618830, 501267488, 139
11359, 36922660, 323491643, 153
11393, 357361835, 25328147, 108
11446, 259581881, 62655482, 134
11531, 265077037, 385337810, 115
11568, 110925309, 267886758, 94
11572, 379911510, 2482218, 127
11619, 23673735, 357547115, 147
11624, 227104989, 146314388, 82
11674, 218649812, 104459645, 119
11730, 68901614, 60411140, 152
11789, 650900167, 7655801, 156
11844, 447911632, 549692814, 75
11888, 183544850, 523928823, 77
11901, 40637900, 952969726, 122
11960, 29259033, 235477220, 107
12040, 379911510, 270149240, 60
12107, 707326520, 62655482, 129
12130, 265077037, 60411140, 91
12174, 99153065, 190750892, 65
12182, 12614864, 501267488, 123
12276, 723460835, 70572388, 121
12315, 11214290, 17732590, 139
12401, 95617664, 489900656, 67
12430, 23673735, 70572388, 99
12486, 36922660, 200327520, 134
12516, 61520871, 532312548, 93
12590, 289426346, 487001714, 90
12594, 54461812, 364168513, 139
12693, 74187395, 84967280, 123
12790, 813027345, 170312826, 90
12859, 943609580, 217066598, 115
12908, 750694099, 8971211, 99
12996, 813027345, 578968633, 143
13077, 54461812, 323491643, 76
13082, 879976976, 10207028, 150
13124, 639755404, 2482218, 111
13216, 297337679, 101899376, 142
13296, 466630520, 941138702, 132
13375, 248153406, 323491643, 69
13450, 717545240, 994531888, 106
13542, 23673735, 69615020, 94
13596, 879976976, 952969726, 102
13682, 164457508, 533414072, 129
13712, 2658025, 603114060, 112
13809, 244906301, 176523940, 95
13856, 629685517, 385337810, 96
13897, 607523860, 549692814, 111
13985, 943609580, 181912240, 146
14041, 297337679, 292302620, 154
14071, 289426346, 54150681, 78
14124, 55293585, 182354244, 72
14173, 89578145, 937642250, 85
14270, 36922660, 41475584, 128
14277, 114075545, 110504456, 130
14283, 2658025, 549692814, 149
14322, 943609580, 603114060, 86
14409, 764679698, 388300595, 83
14445, 629685517, 521457794, 153
14514, 1724295, 501267488, 82
14537, 12151967, 994531888, 123
14634, 99153065, 533414072, 119
14670, 406302135, 752946270, 123
14718, 127759991, 76373860, 85
14771, 20075000, 1007860676, 75
14793, 879976976, 941138702, 138
14863, 164457508, 235477220, 158
14918, 79418982, 33751079, 95
14965, 29259033, 500353795, 128
14990, 29259033, 289941245, 104
15075, 837530804, 110504456, 110
15138, 141653851, 819615935, 117
15204, 12830654, 487001714, 136
15288, 639755404, 69615020, 70
15324, 8940090, 880599990, 65
15374, 279545916, 711987050, 140
15400, 54554568, 76373860, 82
15436, 187215693, 173694840, 145
15519, 620724735, 167518517, 104
15527, 379911510, 176523940, 72
15608, 99153065, 52291126, 141
15697, 89578145, 489900656, 123
15780, 161398972, 67035968, 63
15839, 96667940, 323491643, 72
15875, 142037960, 176523940, 77
15881, 359227652, 20614770, 72
15942, 95617664, 159560267, 63
16005, 127226060, 549692814, 71
16088, 187215693, 418299732, 70
16131, 439242441, 69615020, 138
16162, 236933627, 217066598, 78
16200, 8940090, 215912739, 143
16227, 99153065, 711987050, 83
16231, 943609580, 756013616, 104
16327, 198618830, 181912240, 89
16422, 717545240, 7655801, 61
16513, 187215693, 952969726, 152
16557, 607523860, 292302620, 117
16564, 29259033, 618708960, 121
16598, 383755716, 652105819, 65
16660, 357361835, 146314388, 118
16714, 74187395, 364168513, 90
16813, 2658025, 173694840, 97
16814, 127226060, 267886758, 154
16884, 570643422, 181587353, 122
16960, 943609580, 603114060, 91
17039, 11162028, 655267985, 145
17126, 56961008, 521457794, 115
17129, 379911510, 269672618, 106
17136, 132143500, 435477256, 109
17231, 357361835, 167518517, 80
17328, 53446950, 711987050, 154
17415, 620724735, 500353795, 65
17435, 29259033, 27839087, 149
17492, 315333170, 501267488, 80
17554, 717545240, 206168125, 60
17613, 191434445, 170312826, 153
17649, 132143500, 167518517, 97
17661, 20075000, 67035968, 141
17718, 2658025, 388300595, 62
17805, 315333170, 752946270, 140
17849, 39929743, 646910300, 145
17939, 30638311, 941138702, 137
17950, 218649812, 489900656, 65
18027, 1724295, 549692814, 109
18031, 61520871, 487001714, 90
18052, 142037960, 385337810, 60
18068, 74504084, 487001714, 73
18089, 837530804, 655267985, 119
18160, 127759991, 7655801, 94
18197, 65984588, 181318520, 136
18274, 127226060, 43179310, 88
18352, 623785480, 60411140, 101
18384, 68901614, 101899376, 81
18415, 29259033, 159560267, 66
18443, 183544850, 994531888, 107
18458, 364092106, 181587353, 154
18479, 116487850, 578968633, 137
18539, 204486968, 357547115, 78
18604, 20075000, 43179310, 83
18693, 142037960, 146314388, 70
18793, 157084150, 8971211, 129
18854, 813027345, 364168513, 130
18928, 345853916, 217066598, 153
19026, 40637900, 2482218, 138
19126, 494554820, 101899376, 144
19189, 300045340, 190750892, 70
19287, 723460835, 181912240, 66
19302, 607523860, 323491643, 67
19377, 764679698, 15052428, 83
19445, 11162028, 323491643, 100
19470, 142037960, 819615935, 86
19482, 68901614, 60411140, 114
19519, 218649812, 439573876, 150
19546, 357361835, 1007860676, 136
19571, 11162028, 181912240, 111
19602, 127226060, 364168513, 152
19651, 359227652, 159560267, 90
19738, 227104989, 418299732, 72
19779, 357361835, 69615020, 114
19816, 943609580, 101899376, 62
19907, 25770557, 655267985, 112
19911, 68901614, 104459645, 109
19933, 259581881, 62655482, 92
19987, 359227652, 173694840, 133
20030, 171886326, 269672618, 90
20053, 943609580, 711987050, 151
20097, 40637900, 104459645, 74
20189, 12614864, 134802646, 83
20193, 406302135, 501267488, 120
20246, 61520871, 2482218, 68
20298, 357361835, 146314388, 141
20342, 164457508, 181587353, 63
20371, 494554820, 256183430, 119
20426, 406302135, 952969726, 88
20434, 88045210, 117156164, 129
20508, 116487850, 200327520, 147
20588, 279545916, 711987050, 89
20599, 11214290, 218643158, 101
20635, 74504084, 756013616, 84
20731, 629685517, 766679430, 137
20801, 395918120, 487001714, 74
20841, 265077037, 501267488, 112
20906, 620724735, 549692814, 135
20957, 494554820, 477356001, 145
20969, 141653851, 161784380, 63
21018, 54461812, 84967280, 77
21103, 379911510, 489900656, 79
21154, 570643422, 880599990, 131
21213, 1724295, 880599990, 114
21251, 88045210, 235477220, 61
21327, 723460835, 477356001, 149
21357, 466630520, 384764240, 102
21377, 171886326, 652105819, 151
21461, 12151967, 655267985, 74
21497, 65984588, 251137055, 141
21517, 717545240, 104459645, 98
21589, 227104989, 200327520, 159
21673, 127759991, 146314388, 157
21725, 88045210, 176523940, 82
21756, 53446950, 171310368, 96
21831, 717545240, 104459645, 84
21902, 89578145, 52291126, 151
21918, 25770557, 880599990, 83
21978, 227104989, 766679430, 69
22025, 236933627, 173694840, 90
22048, 345853916, 994531888, 60
22115, 171886326, 101899376, 78
22190, 141752108, 766679430, 114
22268, 171886326, 146314388, 158
22343, 395918120, 170312826, 109
22385, 88045210, 270149240, 112
22479, 142037960, 428901296, 152
22490, 315333170, 161784380, 150
22560, 226502300, 341316096, 112
22642, 189977940, 41475584, 73
22704, 439242441, 161784380, 121
22756, 395918120, 27839087, 65
22788, 61520871, 549692814, 130
22841, 439242441, 652105819, 128
22868, 717545240, 388300595, 136
22918, 494554820, 235477220, 143
22968, 54461812, 384764240, 67
23019, 570643422, 384764240, 136
23114, 204486968, 110504456, 60
23156, 127226060, 54150681, 122
23209, 717545240, 43179310, 69
23227, 359227652, 357547115, 95
23294, 53446950, 264232468, 152
23331, 56961008, 181587353, 101
23425, 226502300, 500353795, 121
23511, 56961008, 15052428, 158
23534, 161398972, 292302620, 83
23621, 54461812, 549692814, 109
23712, 570643422, 500353795, 67
23737, 132143500, 269672618, 70
23834, 226502300, 41475584, 144
23841, 1724295, 41475584, 121
23848, 191434445, 181587353, 116
23867, 813027345, 752946270, 128
23928, 11214290, 718997845, 158
24008, 723460835, 937642250, 100
24077, 315333170, 69615020, 134
24162, 23673735, 269672618, 108
24199, 12614864, 60411140, 101
24280, 127759991, 171310368, 154
24349, 226502300, 69615020, 106
24426, 879976976, 533414072, 97
24500, 12151967, 389817092, 130
24541, 439242441, 264232468, 133
24629, 236933627, 435404010, 132
24632, 96667940, 134802646, 154
24689, 68901614, 161784380, 154
24763, 764679698, 292302620, 121
24830, 54554568, 364168513, 90
24870, 25770557, 110504456, 141
24896, 279545916, 251137055, 86
24941, 141653851, 603114060, 71
24996, 623785480, 646910300, 133
25002, 141752108, 711987050, 82
25024, 723460835, 766679430, 115
25047, 171886326, 96084820, 97
25141, 300045340, 523928823, 145
25190, 383755716, 96084820, 100
25218, 141752108, 718997845, 94
25243, 395918120, 341316096, 107
25262, 95236028, 718997845, 115
25309, 142037960, 206168125, 66
25324, 300045340, 880599990, 109
25415, 189977940, 711987050, 90
25432, 623785480, 69615020, 126
25532, 226502300, 20614770, 143
25624, 53446950, 190750892, 99
25628, 11214290, 756013616, 159
25728, 2658025, 389817092, 144
25729, 11162028, 43179310, 70
25815, 204486968, 518052940, 66
25878, 315333170, 217066598, 68
25959, 650900167, 200327520, 97
25975, 187215693, 435404010, 65
25987, 466630520, 766679430, 124
26086, 114075545, 880599990, 113
26179, 717545240, 217066598, 88
26212, 68901614, 76373860, 85
26275, 89578145, 518052940, 69
26358, 89578145, 33751079, 60
26423, 99153065, 182354244, 70
26429, 95617664, 251137055, 122
26510, 439242441, 941138702, 137
26555, 187215693, 941138702, 77
26589, 36922660, 435477256, 65
26623, 717545240, 111389435, 134
26634, 570643422, 428901296, 107
26716, 586374640, 76373860, 157
26810, 813027345, 1007860676, 102
26851, 183544850, 27839087, 103
26857, 30638311, 176523940, 119
26896, 297337679, 146314388, 122
26965, 163560670, 235477220, 137
27051, 116487850, 215912739, 100
27125, 607523860, 799125150, 114
27178, 300045340, 256183430, 143
27241, 629685517, 549692814, 92
27319, 28103145, 27839087, 151
27347, 2658025, 521457794, 125
27416, 89578145, 952969726, 148
27427, 28103145, 96084820, 144
27517, 1724295, 532312548, 92
27616, 161398972, 341316096, 105
27627, 198618830, 44977946, 135
27640, 723460835, 111389435, 121
27708, 837530804, 182354244, 74
27778, 586374640, 532312548, 159
27820, 345853916, 418299732, 83
27843, 383755716, 618708960, 68
27855, 53446950, 181587353, 84
27862, 116487850, 8971211, 104
27923, 204486968, 176523940, 72
27943, 289426346, 44977946, 75
27963, 30638311, 182354244, 145
27985, 55293585, 578968633, 134
28079, 56961008, 218643158, 84
28178, 96667940, 718997845, 107
28214, 707326520, 167518517, 144
28243, 259581881, 25328147, 80
28341, 879976976, 206168125, 126
28344, 364092106, 7655801, 60
28374, 297337679, 718997845, 126
28458, 8940090, 15052428, 76
28540, 183544850, 937642250, 134
28587, 11214290, 603114060, 100
28660, 189977940, 76373860, 98
28662, 39929743, 487001714, 116
28673, 586374640, 181912240, 126
28696, 837530804, 41475584, 88
28717, 61520871, 385337810, 112
28746, 494554820, 388300595, 88
28836, 345853916, 994531888, 77
28884, 244906301, 84967280, 136
28940, 244906301, 25328147, 104
29009, 395918120, 111389435, 136
29085, 879976976, 182354244, 67
29096, 879976976, 181587353, 81
29133, 164457508, 289941245, 120
29174, 189977940, 159560267, 119
29263, 95617664, 711987050, 89
29317, 639755404, 170312826, 142
29326, 163560670, 388300595, 113
29341, 74187395, 25328147, 145
29369, 191434445, 435404010, 137
29445, 345853916, 7655801, 77
29529, 25770557, 52291126, 136
29536, 447911632, 25328147, 95
29612, 447911632, 52291126, 71
29672, 142037960, 218643158, 126
29687, 88045210, 62655482, 74
29786, 88045210, 655267985, 90
29810, 713097236, 477356001, 117
29843, 114075545, 190750892, 92
29862, 23673735, 43179310, 135
29950, 142037960, 206168125, 87
29989, 116487850, 159560267, 87
30055, 707326520, 389817092, 76
30101, 74504084, 170312826, 89
30124, 88045210, 880599990, 67
30207, 37693488, 256183430, 118
30210, 11214290, 523928823, 80
30239, 29259033, 1007860676, 90
30295, 837530804, 292302620, 143
30384, 226502300, 20614770, 159
30402, 171886326, 711987050, 157
30433, 12614864, 941138702, 100
30489, 56961008, 146314388, 113
30531, 40637900, 357547115, 144
30549, 723460835, 171310368, 83
30605, 315333170, 182354244, 99
30690, 707326520, 756013616, 60
30716, 439242441, 357547115, 77
30745, 359227652, 384764240, 112
30803, 379911510, 52291126, 135
30883, 191434445, 167518517, 79
30983, 466630520, 937642250, 131
31060, 99153065, 388300595, 112
31156, 37693488, 173694840, 124
31186, 359227652, 752946270, 141
31197, 357361835, 819615935, 152
31223, 74187395, 167518517, 93
31261, 55293585, 41475584, 85
31280, 96667940, 17732590, 157
31358, 607523860, 7655801, 140
31419, 265077037, 941138702, 64
31461, 837530804, 1007860676, 157
31474, 315333170, 384764240, 71
31502, 300045340, 521457794, 61
31505, 54461812, 655267985, 101
31577, 879976976, 15052428, 106
31641, 127226060, 170312826, 155
31660, 357361835, 652105819, 94
31745, 586374640, 880599990, 142
31751, 88045210, 341316096, 112
31850, 383755716, 603114060, 144
31898, 189977940, 533414072, 74
31930, 300045340, 176523940, 147
31982, 55293585, 181912240, 110
32002, 65984588, 646910300, 90
32030, 607523860, 111389435, 78
32072, 623785480, 937642250, 62
32131, 629685517, 110504456, 71
32194, 279545916, 655267985, 134
32198, 236933627, 182354244, 89
32292, 879976976, 25328147, 83
32321, 466630520, 146314388, 110
32352, 74504084, 235477220, 125
32449, 707326520, 43179310, 102
32480, 607523860, 52291126, 152
32542, 55293585, 435477256, 106
32559, 2658025, 60411140, 93
32643, 8940090, 190750892, 70
32716, 359227652, 357547115, 146
32723, 74187395, 364168513, 141
32735, 187215693, 388300595, 133
32744, 65984588, 111389435, 77
32837, 750694099, 17732590, 117
32839, 54461812, 532312548, 119
32922, 764679698, 718997845, 115
32988, 171886326, 341316096, 100
33052, 39929743, 190750892, 79
33071, 218649812, 206168125, 71
33158, 8940090, 104459645, 133
33231, 56961008, 549692814, 136
33238, 359227652, 182354244, 76
33258, 879976976, 389817092, 76
33345, 289426346, 20614770, 110
33366, 447911632, 10207028, 99
33466, 750694099, 159560267, 106
33519, 95236028, 270149240, 129
33609, 161398972, 52291126, 121
33661, 198618830, 994531888, 145
33755, 171886326, 60411140, 90
33770, 879976976, 357547115, 133
33803, 79418982, 941138702, 129
33810, 723460835, 501267488, 75
33866, 12151967, 533414072, 60
33886, 96667940, 60411140, 134
33944, 55396244, 67035968, 73
33947, 55293585, 756013616, 127
33997, 364092106, 67035968, 97
34045, 279545916, 206168125, 108
34107, 28103145, 70572388, 69
34152, 837530804, 96084820, 137
34233, 248153406, 52291126, 156
34290, 227104989, 341316096, 70
34295, 300045340, 435477256, 74
34300, 95617664, 655267985, 70
34342, 345853916, 176523940, 87
34373, 447911632, 523928823, 87
34399, 586374640, 323491643, 141
34405, 96667940, 70572388, 84
34467, 713097236, 52291126, 114
34490, 357361835, 269672618, 117
34541, 56961008, 756013616, 155
34636, 357361835, 269672618, 122
34651, 116487850, 8971211, 152
34654, 204486968, 270149240, 141
34734, 183544850, 161784380, 61
34825, 226502300, 880599990, 112
34857, 813027345, 10207028, 106
34860, 357361835, 76373860, 116
34884, 623785480, 117156164, 92
34917, 379911510, 270149240, 92
35001, 65984588, 384764240, 102
35061, 236933627, 161784380, 111
35149, 99153065, 182354244, 97
35204, 204486968, 323491643, 77
35231, 244906301, 289941245, 145
35267, 74504084, 270149240, 134
35290, 55396244, 167518517, 74
35360, 395918120, 952969726, 152
35402, 813027345, 292302620, 155
35458, 141752108, 364168513, 128
35550, 55293585, 489900656, 126
35629, 813027345, 170312826, 132
35719, 127226060, 15052428, 90
35742, 127759991, 941138702, 68
35834, 764679698, 270149240, 132
35916, 466630520, 76373860, 100
36000, 750694099, 384764240, 143
36100, 141752108, 54150681, 152
36101, 723460835, 182354244, 67
36167, 8940090, 385337810, 125
36241, 114075545, 269672618, 142
36293, 191434445, 357547115, 73
36341, 95236028, 477356001, 74
36344, 65984588, 532312548, 130
36363, 65984588, 134802646, 108
36390, 943609580, 84967280, 71
36460, 359227652, 54150681, 153
36537, 1724295, 489900656, 126
36575, 750694099, 171310368, 151
36577, 639755404, 60411140, 105
36624, 74504084, 501267488, 125
36678, 189977940, 880599990, 65
36701, 639755404, 389817092, 136
36796, 65984588, 652105819, 70
36853, 164457508, 104459645, 62
36885, 161398972, 267886758, 109
36900, 248153406, 489900656, 76
36978, 11214290, 428901296, 108
37062, 164457508, 385337810, 83
37112, 1724295, 60411140, 122
37163, 717545240, 69615020, 94
37183, 244906301, 799125150, 60
37281, 88045210, 173694840, 149
37319, 39929743, 269672618, 69
37363, 204486968, 41475584, 154
37402, 289426346, 533414072, 95
37502, 12151967, 161784380, 127
37563, 132823860, 532312548, 112
37627, 161398972, 17732590, 123
37702, 8940090, 819615935, 145
37704, 163560670, 711987050, 115
37767, 114075545, 146314388, 66
37809, 89578145, 718997845, 135
37815, 279545916, 41475584, 65
37821, 20075000, 523928823, 78
37904, 620724735, 364168513, 107
37965, 1724295, 173694840, 114
37989, 37693488, 182354244, 94
38006, 837530804, 190750892, 138
38071, 226502300, 500353795, 121
38132, 447911632, 161784380, 78
38218, 713097236, 146314388, 86
38305, 116487850, 182354244, 138
38306, 55293585, 2482218, 143
38325, 383755716, 384764240, 63
38379, 629685517, 15052428, 138
38477, 189977940, 190750892, 141
38498, 96667940, 8971211, 81
38562, 142037960, 518052940, 155
38574, 89578145, 217066598, 151
38645, 289426346, 167518517, 86
38672, 623785480, 718997845, 149
38693, 750694099, 428901296, 150
38703, 141653851, 264232468, 97
38713, 8940090, 181318520, 92
38787, 55293585, 756013616, 91
38874, 54554568, 215912739, 119
38950, 56961008, 62655482, 147
39039, 345853916, 1007860676, 147
39063, 54461812, 533414072, 116
39151, 289426346, 217066598, 64
39178, 289426346, 756013616, 60
39234, 163560670, 489900656, 71
39252, 53446950, 766679430, 121
39328, 141752108, 182354244, 60
39417, 723460835, 167518517, 90
39434, 110925309, 532312548, 119
39487, 37693488, 533414072, 96
39538, 879976976, 2482218, 72
39636, 53446950, 182354244, 106
39717, 12830654, 2482218, 135
39754, 25770557, 357547115, 74
39798, 629685517, 435477256, 89
39821, 171886326, 52291126, 125
39825, 189977940, 173694840, 152
39886, 187215693, 256183430, 102
39969, 750694099, 518052940, 119
39975, 620724735, 323491643, 75
39979, 65984588, 819615935, 88
40023, 11162028, 70572388, 107
40041, 88045210, 533414072, 87
40117, 345853916, 215912739, 91
40123, 379911510, 217066598, 138
40176, 879976976, 181587353, 145
40236, 116487850, 766679430, 95
40328, 56961008, 84967280, 72
40346, 55293585, 618708960, 76
40385, 494554820, 60411140, 77
40448, 157084150, 523928823, 152
40545, 639755404, 190750892, 120
40595, 189977940, 111389435, 112
40619, 764679698, 25328147, 125
40620, 20075000, 235477220, 71
40708, 20075000, 501267488, 128
40763, 30638311, 235477220, 157
40808, 750694099, 549692814, 69
40826, 163560670, 101899376, 91
40859, 157084150, 533414072, 76
40868, 37693488, 170312826, 154
40899, 79418982, 994531888, 143
40966, 764679698, 389817092, 88
41015, 114075545, 7655801, 67
41105, 1724295, 267886758, 134
41152, 114075545, 435477256, 63
41249, 40637900, 655267985, 89
41331, 68901614, 1007860676, 116
41389, 204486968, 218643158, 156
41471, 570643422, 101899376, 158
41528, 12151967, 521457794, 76
41548, 379911510, 323491643, 145
41552, 39929743, 341316096, 92
41568, 127759991, 532312548, 97
41620, 723460835, 181587353, 77
41656, 204486968, 937642250, 155
41674, 226502300, 181912240, 159
41686, 717545240, 880599990, 122
41766, 11162028, 44977946, 133
41770, 39929743, 10207028, 111
41854, 183544850, 170312826, 154
41903, 141653851, 652105819, 73
41916, 623785480, 389817092, 95
41992, 187215693, 532312548, 110
42037, 164457508, 96084820, 142
42050, 227104989, 652105819, 120
42097, 204486968, 43179310, 110
42159, 55293585, 941138702, 108
42186, 204486968, 181587353, 124
42219, 943609580, 41475584, 122
42232, 191434445, 69615020, 63
42274, 345853916, 270149240, 120
42348, 8940090, 62655482, 65
42383, 55396244, 532312548, 95
42434, 127226060, 215912739, 64
42479, 110925309, 76373860, 141
42515, 289426346, 270149240, 154
42528, 406302135, 1007860676, 101
42591, 171886326, 117156164, 82
42688, 187215693, 134802646, 153
42698, 570643422, 69615020, 68
42781, 114075545, 718997845, 119
42801, 12614864, 15052428, 101
42863, 132143500, 364168513, 77
42951, 11214290, 52291126, 137
43008, 623785480, 1007860676, 97
43052, 570643422, 76373860, 91
43145, 723460835, 357547115, 109
43213, 2658025, 69615020, 100
43269, 95236028, 264232468, 92
43358, 357361835, 323491643, 101
43402, 227104989, 819615935, 144
43468, 74187395, 752946270, 112
43492, 204486968, 521457794, 90
43507, 37693488, 389817092, 146
43551, 141752108, 518052940, 145
43552, 61520871, 146314388, 156
43560, 110925309, 117156164, 143
43563, 141752108, 17732590, 122
43611, 127226060, 952969726, 98
43674, 586374640, 533414072, 127
43773, 30638311, 70572388, 124
43811, 11214290, 206168125, 148
43894, 89578145, 952969726, 148
43966, 163560670, 435404010, 77
