+---------------------------------+----------------+----------+
|              Title              |   Importance   |   Fine   |
| Fundation                       | 0x00020400( 6) |       66 |
| Fundation                       | 0x00020800( 5) |       55 |
| Fundation                       | 0x00021000( 4) |       44 |
| Fundation                       | 0x00022000( 3) |       33 |
| Fundation                       | 0x00024000( 2) |       22 |
| Fundation                       | 0x00028000( 1) |       11 |
| Fundation                       | 0x00030000( 0) |        0 |
| Fundation                       | 0x00040001(17) |      187 |
| Fundation                       | 0x00040002(16) |      176 |
| Fundation                       | 0x00040004(15) |      165 |
| Fundation                       | 0x00040008(14) |      154 |
| Fundation                       | 0x00040010(13) |      143 |
| Fundation                       | 0x00040020(12) |      132 |
| Fundation                       | 0x00040040(11) |      121 |
| Fundation                       | 0x00040080(10) |      110 |
| Fundation                       | 0x00040100( 9) |       99 |
| Fundation                       | 0x00040200( 8) |       88 |
| Fundation                       | 0x00040400( 7) |       77 |
| Fundation                       | 0x00040800( 6) |       66 |
| Fundation                       | 0x00041000( 5) |       55 |
| Fundation                       | 0x00042000( 4) |       44 |
| Fundation                       | 0x00044000( 3) |       33 |
| Fundation                       | 0x00048000( 2) |       22 |
| Fundation                       | 0x00050000( 1) |       11 |
| Fundation                       | 0x00060000( 0) |        0 |
| Fundation                       | 0x00080001(18) |      198 |
| Fundation                       | 0x00080002(17) |      187 |
| Fundation                       | 0x00080004(16) |      176 |
| Fundation                       | 0x00080008(15) |      165 |
| Fundation                       | 0x00080010(14) |      154 |
| Fundation                       | 0x00080020(13) |      143 |
| Fundation                       | 0x00080040(12) |      132 |
| Fundation                       | 0x00080080(11) |      121 |
| Fundation                       | 0x00080100(10) |      110 |
| Fundation                       | 0x00080200( 9) |       99 |
| Fundation                       | 0x00080400( 8) |       88 |
| Fundation                       | 0x00080800( 7) |       77 |
| Fundation                       | 0x00081000( 6) |       66 |
| Fundation                       | 0x00082000( 5) |       55 |
| Fundation                       | 0x00084000( 4) |       44 |
| Fundation                       | 0x00088000( 3) |       33 |
| Fundation                       | 0x00090000( 2) |       22 |
| Fundation                       | 0x000a0000( 1) |       11 |
| Fundation                       | 0x000c0000( 0) |        0 |
| Fundation                       | 0x00100001(19) |      209 |
| Fundation                       | 0x00100002(18) |      198 |
| Fundation                       | 0x00100004(17) |      187 |
| Fundation                       | 0x00100008(16) |      176 |
| Fundation                       | 0x00100010(15) |      165 |
| Fundation                       | 0x00100020(14) |      154 |
| Fundation                       | 0x00100040(13) |      143 |
| Fundation                       | 0x00100080(12) |      132 |
| Fundation                       | 0x00100100(11) |      121 |
| Fundation                       | 0x00100200(10) |      110 |
| Fundation                       | 0x00100400( 9) |       99 |
| Fundation                       | 0x00100800( 8) |       88 |
| Fundation                       | 0x00101000( 7) |       77 |
| Fundation                       | 0x00102000( 6) |       66 |
| Fundation                       | 0x00104000( 5) |       55 |
| Fundation                       | 0x00108000( 4) |       44 |
| Fundation                       | 0x00110000( 3) |       33 |
| Fundation                       | 0x00120000( 2) |       22 |
| Fundation                       | 0x00140000( 1) |       11 |
| Fundation                       | 0x00180000( 0) |        0 |
| Fundation                       | 0x00200001(20) |      220 |
| Fundation                       | 0x00200002(19) |      209 |
| Fundation                       | 0x00200004(18) |      198 |
| Fundation                       | 0x00200008(17) |      187 |
| Fundation                       | 0x00200010(16) |      176 |
| Fundation                       | 0x00200020(15) |      165 |
| Fundation                       | 0x00200040(14) |      154 |
| Fundation                       | 0x00200080(13) |      143 |
| Fundation                       | 0x00200100(12) |      132 |
| Fundation                       | 0x00200200(11) |      121 |
| Fundation                       | 0x00200400(10) |      110 |
| Fundation                       | 0x00200800( 9) |       99 |
| Fundation                       | 0x00201000( 8) |       88 |
| Fundation                       | 0x00202000( 7) |       77 |
| Fundation                       | 0x00204000( 6) |       66 |
| Fundation                       | 0x00208000( 5) |       55 |
| Fundation                       | 0x00210000( 4) |       44 |
| Fundation                       | 0x00220000( 3) |       33 |
| Fundation                       | 0x00240000( 2) |       22 |
| Fundation                       | 0x00280000( 1) |       11 |
| Fundation                       | 0x00300000( 0) |        0 |
| Fundation                       | 0x00400001(21) |      231 |
| Fundation                       | 0x00400002(20) |      220 |
| Fundation                       | 0x00400004(19) |      209 |
| Fundation                       | 0x00400008(18) |      198 |
| Fundation                       | 0x00400010(17) |      187 |
| Fundation                       | 0x00400020(16) |      176 |
| Fundation                       | 0x00400040(15) |      165 |
| Fundation                       | 0x00400080(14) |      154 |
| Fundation                       | 0x00400100(13) |      143 |
| Fundation                       | 0x00400200(12) |      132 |
| Fundation                       | 0x00400400(11) |      121 |
| Fundation                       | 0x00400800(10) |      110 |
| Fundation                       | 0x00401000( 9) |       99 |
| Fundation                       | 0x00402000( 8) |       88 |
| Fundation                       | 0x00404000( 7) |       77 |
| Fundation                       | 0x00408000( 6) |       66 |
| Fundation                       | 0x00410000( 5) |       55 |
| Fundation                       | 0x00420000( 4) |       44 |
| Fundation                       | 0x00440000( 3) |       33 |
| Fundation                       | 0x00480000( 2) |       22 |
| Fundation                       | 0x00500000( 1) |       11 |
| Fundation                       | 0x00600000( 0) |        0 |
| Fundation                       | 0x00800001(22) |      242 |
| Fundation                       | 0x00800002(21) |      231 |
| Fundation                       | 0x00800004(20) |      220 |
| Fundation                       | 0x00800008(19) |      209 |
| Fundation                       | 0x00800010(18) |      198 |
| Fundation                       | 0x00800020(17) |      187 |
| Fundation                       | 0x00800040(16) |      176 |
| Fundation                       | 0x00800080(15) |      165 |
| Fundation                       | 0x00800100(14) |      154 |
| Fundation                       | 0x00800200(13) |      143 |
| Fundation                       | 0x00800400(12) |      132 |
| Fundation                       | 0x00800800(11) |      121 |
| Fundation                       | 0x00801000(10) |      110 |
| Fundation                       | 0x00802000( 9) |       99 |
| Fundation                       | 0x00804000( 8) |       88 |
| Fundation                       | 0x00808000( 7) |       77 |
| Fundation                       | 0x00810000( 6) |       66 |
| Fundation                       | 0x00820000( 5) |       55 |
| Fundation                       | 0x00840000( 4) |       44 |
| Fundation                       | 0x00880000( 3) |       33 |
| Fundation                       | 0x00900000( 2) |       22 |
| Fundation                       | 0x00a00000( 1) |       11 |
| Fundation                       | 0x00c00000( 0) |        0 |
| Fundation                       | 0x01000001(23) |      253 |
| Fundation                       | 0x01000002(22) |      242 |
| Fundation                       | 0x01000004(21) |      231 |
| Fundation                       | 0x01000008(20) |      220 |
| Fundation                       | 0x01000010(19) |      209 |
| Fundation                       | 0x01000020(18) |      198 |
| Fundation                       | 0x01000040(17) |      187 |
| Fundation                       | 0x01000080(16) |      176 |
| Fundation                       | 0x01000100(15) |      165 |
| Fundation                       | 0x01000200(14) |      154 |
| Fundation                       | 0x01000400(13) |      143 |
| Fundation                       | 0x01000800(12) |      132 |
| Fundation                       | 0x01001000(11) |      121 |
| Fundation                       | 0x01002000(10) |      110 |
| Fundation                       | 0x01004000( 9) |       99 |
| Fundation                       | 0x01008000( 8) |       88 |
| Fundation                       | 0x01010000( 7) |       77 |
| Fundation                       | 0x01020000( 6) |       66 |
| Fundation                       | 0x01040000( 5) |       55 |
| Fundation                       | 0x01080000( 4) |       44 |
| Fundation                       | 0x01100000( 3) |       33 |
| Fundation                       | 0x01200000( 2) |       22 |
| Fundation                       | 0x01400000( 1) |       11 |
| Fundation                       | 0x01800000( 0) |        0 |
| Fundation                       | 0x02000001(24) |      264 |
| Fundation                       | 0x02000002(23) |      253 |
| Fundation                       | 0x02000004(22) |      242 |
| Fundation                       | 0x02000008(21) |      231 |
| Fundation                       | 0x02000010(20) |      220 |
| Fundation                       | 0x02000020(19) |      209 |
| Fundation                       | 0x02000040(18) |      198 |
| Fundation                       | 0x02000080(17) |      187 |
| Fundation                       | 0x02000100(16) |      176 |
| Fundation                       | 0x02000200(15) |      165 |
| Fundation                       | 0x02000400(14) |      154 |
| Fundation                       | 0x02000800(13) |      143 |
| Fundation                       | 0x02001000(12) |      132 |
| Fundation                       | 0x02002000(11) |      121 |
| Fundation                       | 0x02004000(10) |      110 |
| Fundation                       | 0x02008000( 9) |       99 |
| Fundation                       | 0x02010000( 8) |       88 |
| Fundation                       | 0x02020000( 7) |       77 |
| Fundation                       | 0x02040000( 6) |       66 |
| Fundation                       | 0x02080000( 5) |       55 |
| Fundation                       | 0x02100000( 4) |       44 |
| Fundation                       | 0x02200000( 3) |       33 |
| Fundation                       | 0x02400000( 2) |       22 |
| Fundation                       | 0x02800000( 1) |       11 |
| Fundation                       | 0x03000000( 0) |        0 |
| Fundation                       | 0x04000001(25) |      275 |
| Fundation                       | 0x04000002(24) |      264 |
| Fundation                       | 0x04000004(23) |      253 |
| Fundation                       | 0x04000008(22) |      242 |
| Fundation                       | 0x04000010(21) |      231 |
| Fundation                       | 0x04000020(20) |      220 |
| Fundation                       | 0x04000040(19) |      209 |
| Fundation                       | 0x04000080(18) |      198 |
| Fundation                       | 0x04000100(17) |      187 |
| Fundation                       | 0x04000200(16) |      176 |
| Fundation                       | 0x04000400(15) |      165 |
| Fundation                       | 0x04000800(14) |      154 |
| Fundation                       | 0x04001000(13) |      143 |
| Fundation                       | 0x04002000(12) |      132 |
| Fundation                       | 0x04004000(11) |      121 |
| Fundation                       | 0x04008000(10) |      110 |
| Fundation                       | 0x04010000( 9) |       99 |
| Fundation                       | 0x04020000( 8) |       88 |
| Fundation                       | 0x04040000( 7) |       77 |
| Fundation                       | 0x04080000( 6) |       66 |
| Fundation                       | 0x04100000( 5) |       55 |
| Fundation                       | 0x04200000( 4) |       44 |
| Fundation                       | 0x04400000( 3) |       33 |
| Fundation                       | 0x04800000( 2) |       22 |
| Fundation                       | 0x05000000( 1) |       11 |
| Fundation                       | 0x06000000( 0) |        0 |
| Fundation                       | 0x08000001(26) |      286 |
| Fundation                       | 0x08000002(25) |      275 |
| Fundation                       | 0x08000004(24) |      264 |
| Fundation                       | 0x08000008(23) |      253 |
| Fundation                       | 0x08000010(22) |      242 |
| Fundation                       | 0x08000020(21) |      231 |
| Fundation                       | 0x08000040(20) |      220 |
| Fundation                       | 0x08000080(19) |      209 |
| Fundation                       | 0x08000100(18) |      198 |
| Fundation                       | 0x08000200(17) |      187 |
| Fundation                       | 0x08000400(16) |      176 |
| Fundation                       | 0x08000800(15) |      165 |
| Fundation                       | 0x08001000(14) |      154 |
| Fundation                       | 0x08002000(13) |      143 |
| Fundation                       | 0x08004000(12) |      132 |
| Fundation                       | 0x08008000(11) |      121 |
| Fundation                       | 0x08010000(10) |      110 |
| Fundation                       | 0x08020000( 9) |       99 |
| Fundation                       | 0x08040000( 8) |       88 |
| Fundation                       | 0x08080000( 7) |       77 |
| Fundation                       | 0x08100000( 6) |       66 |
| Fundation                       | 0x08200000( 5) |       55 |
| Fundation                       | 0x08400000( 4) |       44 |
| Fundation                       | 0x08800000( 3) |       33 |
| Fundation                       | 0x09000000( 2) |       22 |
| Fundation                       | 0x0a000000( 1) |       11 |
| Fundation                       | 0x0c000000( 0) |        0 |
| Fundation                       | 0x10000001(27) |      297 |
| Fundation                       | 0x10000002(26) |      286 |
| Fundation                       | 0x10000004(25) |      275 |
| Fundation                       | 0x10000008(24) |      264 |
| Fundation                       | 0x10000010(23) |      253 |
| Fundation                       | 0x10000020(22) |      242 |
| Fundation                       | 0x10000040(21) |      231 |
| Fundation                       | 0x10000080(20) |      220 |
| Fundation                       | 0x10000100(19) |      209 |
| Fundation                       | 0x10000200(18) |      198 |
| Fundation                       | 0x10000400(17) |      187 |
| Fundation                       | 0x10000800(16) |      176 |
| Fundation                       | 0x10001000(15) |      165 |
| Fundation                       | 0x10002000(14) |      154 |
| Fundation                       | 0x10004000(13) |      143 |
| Fundation                       | 0x10008000(12) |      132 |
| Fundation                       | 0x10010000(11) |      121 |
| Fundation                       | 0x10020000(10) |      110 |
| Fundation                       | 0x10040000( 9) |       99 |
| Fundation                       | 0x10080000( 8) |       88 |
| Fundation                       | 0x10100000( 7) |       77 |
| Fundation                       | 0x10200000( 6) |       66 |
| Fundation                       | 0x10400000( 5) |       55 |
| Fundation                       | 0x10800000( 4) |       44 |
| Fundation                       | 0x11000000( 3) |       33 |
| Fundation                       | 0x12000000( 2) |       22 |
| Fundation                       | 0x14000000( 1) |       11 |
| Fundation                       | 0x18000000( 0) |        0 |
| Fundation                       | 0x20000001(28) |      308 |
| Fundation                       | 0x20000002(27) |      297 |
| Fundation                       | 0x20000004(26) |      286 |
| Fundation                       | 0x20000008(25) |      275 |
| Fundation                       | 0x20000010(24) |      264 |
| Fundation                       | 0x20000020(23) |      253 |
| Fundation                       | 0x20000040(22) |      242 |
| Fundation                       | 0x20000080(21) |      231 |
| Fundation                       | 0x20000100(20) |      220 |
| Fundation                       | 0x20000200(19) |      209 |
| Fundation                       | 0x20000400(18) |      198 |
| Fundation                       | 0x20000800(17) |      187 |
| Fundation                       | 0x20001000(16) |      176 |
| Fundation                       | 0x20002000(15) |      165 |
| Fundation                       | 0x20004000(14) |      154 |
| Fundation                       | 0x20008000(13) |      143 |
| Fundation                       | 0x20010000(12) |      132 |
| Fundation                       | 0x20020000(11) |      121 |
| Fundation                       | 0x20040000(10) |      110 |
| Fundation                       | 0x20080000( 9) |       99 |
| Fundation                       | 0x20100000( 8) |       88 |
| Fundation                       | 0x20200000( 7) |       77 |
| Fundation                       | 0x20400000( 6) |       66 |
| Fundation                       | 0x20800000( 5) |       55 |
| Fundation                       | 0x21000000( 4) |       44 |
| Fundation                       | 0x22000000( 3) |       33 |
| Fundation                       | 0x24000000( 2) |       22 |
| Fundation                       | 0x28000000( 1) |       11 |
| Fundation                       | 0x30000000( 0) |        0 |
| Fundation                       | 0x40000001(29) |      319 |
| Fundation                       | 0x40000002(28) |      308 |
| Fundation                       | 0x40000004(27) |      297 |
| Fundation                       | 0x40000008(26) |      286 |
| Fundation                       | 0x40000010(25) |      275 |
| Fundation                       | 0x40000020(24) |      264 |
| Fundation                       | 0x40000040(23) |      253 |
| Fundation                       | 0x40000080(22) |      242 |
| Fundation                       | 0x40000100(21) |      231 |
| Fundation                       | 0x40000200(20) |      220 |
| Fundation                       | 0x40000400(19) |      209 |
| Fundation                       | 0x40000800(18) |      198 |
| Fundation                       | 0x40001000(17) |      187 |
| Fundation                       | 0x40002000(16) |      176 |
| Fundation                       | 0x40004000(15) |      165 |
| Fundation                       | 0x40008000(14) |      154 |
| Fundation                       | 0x40010000(13) |      143 |
| Fundation                       | 0x40020000(12) |      132 |
| Fundation                       | 0x40040000(11) |      121 |
| Fundation                       | 0x40080000(10) |      110 |
| Fundation                       | 0x40100000( 9) |       99 |
| Fundation                       | 0x40200000( 8) |       88 |
| Fundation                       | 0x40400000( 7) |       77 |
| Fundation                       | 0x40800000( 6) |       66 |
| Fundation                       | 0x41000000( 5) |       55 |
| Fundation                       | 0x42000000( 4) |       44 |
| Fundation                       | 0x44000000( 3) |       33 |
| Fundation                       | 0x48000000( 2) |       22 |
| Fundation                       | 0x50000000( 1) |       11 |
| Fundation                       | 0x60000000( 0) |        0 |
| Fundation                       | 0x80000001(30) |      330 |
| Fundation                       | 0x80000002(29) |      319 |
| Fundation                       | 0x80000004(28) |      308 |
| Fundation                       | 0x80000008(27) |      297 |
| Fundation                       | 0x80000010(26) |      286 |
| Fundation                       | 0x80000020(25) |      275 |
| Fundation                       | 0x80000040(24) |      264 |
| Fundation                       | 0x80000080(23) |      253 |
| Fundation                       | 0x80000100(22) |      242 |
| Fundation                       | 0x80000200(21) |      231 |
| Fundation                       | 0x80000400(20) |      220 |
| Fundation                       | 0x80000800(19) |      209 |
| Fundation                       | 0x80001000(18) |      198 |
| Fundation                       | 0x80002000(17) |      187 |
| Fundation                       | 0x80004000(16) |      176 |
| Fundation                       | 0x80008000(15) |      165 |
| Fundation                       | 0x80010000(14) |      154 |
| Fundation                       | 0x80020000(13) |      143 |
| Fundation                       | 0x80040000(12) |      132 |
| Fundation                       | 0x80080000(11) |      121 |
| Fundation                       | 0x80100000(10) |      110 |
| Fundation                       | 0x80200000( 9) |       99 |
| Fundation                       | 0x80400000( 8) |       88 |
| Fundation                       | 0x80800000( 7) |       77 |
| Fundation                       | 0x81000000( 6) |       66 |
| Fundation                       | 0x82000000( 5) |       55 |
| Fundation                       | 0x84000000( 4) |       44 |
| Fundation                       | 0x88000000( 3) |       33 |
| Fundation                       | 0x90000000( 2) |       22 |
| Fundation                       | 0xa0000000( 1) |       11 |
| Fundation                       | 0xc0000000( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000003( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000005( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000006( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000009( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x0000000a( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x0000000c( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000011( 3) |      273 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000012( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000014( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000018( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000021( 4) |      364 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000022( 3) |      273 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000024( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000028( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000030( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000041( 5) |      455 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000042( 4) |      364 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000044( 3) |      273 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000048( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000050( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000060( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000081( 6) |      546 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000082( 5) |      455 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000084( 4) |      364 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000088( 3) |      273 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000090( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x000000a0( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x000000c0( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000101( 7) |      637 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000102( 6) |      546 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000104( 5) |      455 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000108( 4) |      364 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000110( 3) |      273 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000120( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000140( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000180( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000201( 8) |      728 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000202( 7) |      637 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000204( 6) |      546 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000208( 5) |      455 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000210( 4) |      364 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000220( 3) |      273 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000240( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000280( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000300( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000401( 9) |      819 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000402( 8) |      728 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000404( 7) |      637 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000408( 6) |      546 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000410( 5) |      455 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000420( 4) |      364 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000440( 3) |      273 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000480( 2) |      182 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000500( 1) |       91 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000600( 0) |        0 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000801(10) |      910 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000802( 9) |      819 |
| Neon Genesis Evangelion, Vol. 1 | 0x00000804( 8) |      728 |
